gage,name,gage,sgr_dk_sav,glc_pc_s06,glc_pc_s07,nli_ix_sav,glc_pc_s04,glc_pc_s05,glc_pc_s02,glc_pc_s03,glc_pc_s01,pet_mm_syr,glc_pc_s08,glc_pc_s09,swc_pc_s09,ele_mt_smx,tbi_cl_smj,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,crp_pc_sse,glc_pc_s22,glc_pc_s20,glc_pc_s21,wet_pc_sg1,wet_pc_sg2,pac_pc_sse,swc_pc_s10,swc_pc_s11,swc_pc_s12,clz_cl_smj,gwt_cm_sav,glc_pc_s17,glc_pc_s18,hft_ix_s93,glc_pc_s15,ire_pc_sse,glc_pc_s16,glc_pc_s13,prm_pc_sse,glc_pc_s14,glc_pc_s11,glc_pc_s12,glc_pc_s10,kar_pc_sse,slp_dg_sav,glc_pc_s19,tmp_dc_s07,tmp_dc_s08,tmp_dc_s05,tmp_dc_s06,tmp_dc_s09,for_pc_sse,aet_mm_s06,aet_mm_s05,aet_mm_s08,aet_mm_s07,aet_mm_s09,tmp_dc_s10,tmp_dc_s11,aet_mm_s02,aet_mm_s01,tmp_dc_s12,aet_mm_s04,aet_mm_s03,lit_cl_smj,tmp_dc_s03,tmp_dc_s04,tmp_dc_s01,tmp_dc_s02,cls_cl_smj,pre_mm_syr,pnv_pc_s01,pnv_pc_s04,pnv_pc_s05,pnv_pc_s02,rdd_mk_sav,ele_mt_smn,pnv_pc_s03,pnv_pc_s08,pnv_pc_s09,pnv_pc_s06,pnv_pc_s07,wet_cl_smj,snw_pc_syr,pnv_pc_s11,pnv_pc_s12,pnv_pc_s10,pnv_pc_s15,pnv_pc_s13,pnv_pc_s14,cmi_ix_syr,pet_mm_s11,pet_mm_s12,pet_mm_s10,tmp_dc_smn,wet_pc_s08,wet_pc_s09,slt_pc_sav,wet_pc_s02,wet_pc_s03,wet_pc_s01,hdi_ix_sav,wet_pc_s06,wet_pc_s07,wet_pc_s04,wet_pc_s05,fec_cl_smj,glc_cl_smj,swc_pc_syr,hft_ix_s09,soc_th_sav,gdp_ud_sav,gdp_ud_ssu,tmp_dc_smx,cly_pc_sav,pet_mm_s02,pet_mm_s03,pet_mm_s01,snw_pc_smx,ppd_pk_sav,pet_mm_s08,aet_mm_s11,pet_mm_s09,aet_mm_s10,pet_mm_s06,pet_mm_s07,aet_mm_s12,pet_mm_s04,pet_mm_s05,inu_pc_slt,ero_kh_sav,aet_mm_syr,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,ari_ix_sav,tmp_dc_syr,tec_cl_smj,fmh_cl_smj,inu_pc_smn,pnv_cl_smj,pre_mm_s08,pre_mm_s09,run_mm_syr,pre_mm_s06,pre_mm_s07,pre_mm_s04,pre_mm_s05,snd_pc_sav,pre_mm_s02,pre_mm_s03,ele_mt_sav,pre_mm_s01,urb_pc_sse,lka_pc_sse,pre_mm_s10,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,gla_pc_sse,snw_pc_s07,snw_pc_s08,snw_pc_s09,inu_pc_smx,pre_mm_s11,pre_mm_s12,cmi_ix_s07,cmi_ix_s08,cmi_ix_s05,cmi_ix_s06,cmi_ix_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,cmi_ix_s03,cmi_ix_s04,cmi_ix_s01,cmi_ix_s02,pst_pc_sse,dis_m3_pmn,dis_m3_pmx,dis_m3_pyr,lkv_mc_usu,rev_mc_usu,ria_ha_usu,riv_tc_usu,pop_ct_usu,dor_pc_pva,area,area_fraction_used_for_aggregation
09040500,"Troublesome Creek Near Troublesome, CO",09040500,194.0354056,0.0,0,59.49448654,80.1115068,0,0,0,0,858.4124145,0,0.0,40.08721269,3443.36131,5,63.7309623,69.59877356,72.92490059,72.68915219,67.69053935,57.58721343,47.50643306,41.85626992,8.540237375,0.0,0.0,0,0.060427099,0.060427099,0.063873703,41.09601255,45.86261505,53.49710043,7,361.6599059,0,0,14.5618257,0.0,7.825322732,6.309265461,10.71212615,1.711166735,0.0,0.0,2.874714926,0,0.0,115.04582,0,131.7704905,121.5445925,51.44830397,99.54754185,82.40509535,80.1115068,76.19597699,69.00822777,55.44967113,71.74317248,36.28062573,28.96630446,-40.41312529,12.31636432,7.540248485,-88.02696756,46.28878031,26.09941064,3,-53.23257387,-1.633425286,-100.1566939,-87.11511197,37,519.0724245,0,24.61530085,66.62985047,0,6.218774481,2336.257033,0,0.0,0,3.312356279,0.040420145,13,41.55261677,0.0,0.0,5.403843791,0,0.0,0,-37.54711458,22.81416203,12.45377388,55.0946492,-100.1566939,0,0.0,35.06931849,0.0,0.0,0.0,951.0,0,0,0,0,130,4,56.2693896,24.71475838,56.32507593,55481.0,2667790.478,131.7704905,11.85866766,18.14783365,37.4141845,12.23165465,98.31024184,0.373530099,136.7282617,9.557988471,93.23125326,21.8720005,139.4099654,157.6366737,6.086630149,66.44935694,106.7277404,0.055133573,1383.853782,438.3320542,-33.53319558,36.76935627,68.34211852,62.45288542,11.96076161,353,4,0.008044048,5,50.4975508,43.2756065,101.2670921,41.73520918,51.81520033,46.3221353,47.58652213,52.62742286,34.78042858,42.32572005,2777.180462,41.55012601,0.0,0.631086561,35.29050656,96.62843164,98.31008144,88.74283143,49.85077731,14.37267947,1.08691565,0.0,0.002727012,0.7686893,2.950582672,0.008044048,39.9925937,42.55684726,-66.63145299,-62.64049479,-53.38235245,-69.09118319,-52.4620833,13.8097152,51.07588446,81.40360451,6.739924686,-26.78107319,68.77373872,42.43753588,16.92660288,4.676,42.751,12.684,797,736,426.086,1778.543,12.458,2063,434.931828,1.0
09242500,"Elk River Near Milner, CO",09242500,260.0281218,0.0,0,155.2864912,98.40803871,0,0,0,0,887.1487867,0,0.0,38.14778174,3306.596332,5,66.07474886,73.00090141,77.13065231,77.12655795,70.71161972,59.35760241,48.00395594,40.56941598,4.909451554,0.0,0.0,0,2.341812885,1.369043659,25.32861919,39.98264613,45.98243072,55.04999262,7,468.4216585,0,0,6.993220441,0.0,2.258696763,0.716477354,0.865457108,2.130902104,0.0,0.009076403,0.001231462,0,0.0,112.2917053,0,143.0730121,133.0693941,60.38443707,107.8984349,90.58341665,98.40803871,81.02342587,75.77555838,55.41094093,74.58183341,35.31112259,36.49739977,-33.76278749,13.11341712,7.948455851,-79.99726775,51.4227945,28.18915336,1,-47.60018508,6.155583199,-89.5590896,-77.28140402,37,546.7484829,0,0.0,0.0,0,49.08595669,2212.287031,0,22.61075798,0,41.09678713,36.56571771,13,49.8672887,0.0,0.0,0.015826974,0,0.0,0,-36.52997314,23.50922375,13.06307181,55.92409063,-89.5590896,0,0.0,37.41262124,0.0,0.0,0.972994544,950.974608,0,0,0,0,130,4,57.66076026,16.20969449,47.50394048,55482.5096,11686078.42,143.0730121,14.51391338,18.73680297,37.72075777,13.06334391,99.90635381,1.432391784,142.1179278,10.29045217,95.74554955,21.62527555,143.6790549,164.2818668,6.482956493,68.41372966,110.9063492,1.006487044,1784.301354,461.3418335,-23.0942071,47.80283401,73.05747546,63.44828258,20.75420821,353,4,0.162128204,6,45.59070858,42.92912267,65.98822425,42.0006218,47.50564487,51.02275244,48.75998481,48.12845422,40.11798428,47.67953274,2647.78572,44.57914476,0.0248687,4.252924996,41.88389778,99.44311076,99.90635381,98.57974357,73.85018807,30.94700243,6.856639933,0.0,0.0,0.458897835,1.933750529,0.162128204,45.99978588,48.78264409,-70.38763949,-66.93596208,-54.74521783,-69.83768148,-54.07394158,20.15532711,66.97043936,97.97981753,18.21520814,-22.95796113,70.65373574,51.91095105,14.67333053,2.189,6.42,3.887,147,112,201.948,475.019,20.024,1942,1160.479384,1.0
09328910,"San Rafael River At Mouth Near Green River, UT",09328910,200.3208176,0.0,0,131.1526982,17.29407431,0,0,0,0,1133.922721,0,0.0,18.00469644,2426.883243,13,31.65030586,34.28555245,35.29083856,33.8514563,29.80196506,23.92335971,19.17514813,17.58985387,2.684086477,0.091528043,0.0,0,0.179600509,0.0,5.222898419,19.70351809,22.31704084,25.44437517,9,1024.980426,0,0,38.77981955,0.0,1.866780669,0.17816306,6.030227902,0.0,23.39872266,9.67029719,43.27400063,0,20.33768953,72.21748813,0,212.9616939,199.8335562,121.1217045,174.8899091,150.5001862,17.29407431,36.29455062,36.39971281,27.26025387,33.22382558,19.54867325,88.90646401,13.91611444,9.263076974,5.651818628,-40.25900579,27.77046696,18.34399778,3,19.70596752,68.06648911,-54.39554545,-21.04715926,54,276.1530726,0,18.72639588,0.0,0,81.26238351,1632.26406,0,0.0,0,0.0,0.0,13,14.54666796,0.0,80.0856287,1.129413935,0,0.0,0,-72.76893434,34.64919554,20.7163296,73.10182073,-54.39554545,0,0.0,34.89059518,0.0,0.004274156,0.175326354,925.0,0,0,0,0,130,12,25.89920333,41.6774878,18.97882251,42655.0,8874066.515,212.9616939,17.36377106,31.90106602,60.88085473,20.6922388,56.22986466,1.264642491,167.67307,6.662181639,117.9159394,13.17276441,175.6225051,194.5685012,4.328369427,95.37468353,140.6122884,0.390428975,1960.413745,237.8174185,-61.33759141,-41.26848274,-16.14890345,27.1662882,77.84963366,429,4,0.227133419,12,32.43960069,27.64727475,25.42997618,15.98465971,27.34861894,19.55367868,22.66636262,47.80615813,19.52991691,24.07536456,1955.527142,21.00157134,0.0,1.38837512,26.07951002,55.64664694,38.24667601,19.50826419,9.647189286,2.858609802,0.112927894,0.0,0.027550735,0.0,0.16499496,0.227133419,19.67782951,20.24018157,-84.95682725,-79.31459617,-81.92048435,-90.06693429,-74.81281401,1.365265227,9.625894958,36.62776175,-53.87851468,-75.63763726,-12.75962061,-38.03236847,60.77437919,0.46,11.187,2.476,149,136,338.976,964.44,8.034,1744,6271.282747,0.992293696
09057500,"Blue River Below Green Mountain Reservoir, CO",09057500,331.3990118,0.0,0,1224.978505,91.68689412,0,0,0,0,741.5215341,0,0.0,52.38125626,4075.793623,5,76.17068928,81.54355396,84.10477971,84.74586231,80.32152647,70.19854136,59.97289021,54.30902032,0.966365815,0.002894532,0.0,0,4.291485074,2.937595219,28.35695333,52.80295886,57.76908459,66.44416529,6,607.9671479,0,0,81.84104634,0.0,2.34384414,0.430471716,5.304366366,13.86424868,1.700397041,0.0,1.036285199,0,58.812233,153.9891887,0,113.5121807,103.7748666,28.69938013,80.19663529,65.84282479,91.68689412,79.49041311,68.58743938,61.45436071,78.31741956,40.32840044,13.77783747,-53.65267266,12.74574449,7.832978557,-94.66650144,44.95127096,25.62488333,9,-71.07563836,-25.64323604,-105.3138082,-94.78911729,37,593.1724596,0,0.0,0.0,0,289.5745527,2680.753969,0,0.0,0,52.46384374,47.35838795,1,50.27019227,0.012626389,0.000150557,0.164946137,0,0.0,0,-17.188721,20.71093916,11.85835468,47.85087226,-105.3138082,0,0.0,34.59765378,0.0,0.0,1.279350317,951.0,0,0,0,0,130,4,68.43030556,93.13076071,63.97792348,55481.0,187204331.1,113.5121807,10.41066289,16.85807868,31.96009233,11.63045237,98.52290269,19.20537341,118.0957775,11.13733481,80.68585426,23.9577486,119.7748298,137.6844071,6.832828,55.26617691,89.49364228,1.938057698,3898.343627,461.2387434,-19.8092252,48.74439451,73.26089124,84.9423674,-3.099811186,353,4,0.245333291,6,59.77500873,44.08637141,160.1386338,41.25375802,60.28234064,56.75238054,50.86311907,55.16993808,43.20300912,55.43093649,3218.158139,48.17281699,0.593517189,13.49373724,36.75009854,95.8684322,98.43932689,94.90374778,75.70599697,36.91485734,4.33979078,0.0,0.255689544,0.661469153,5.081285892,0.245333291,45.84801878,50.83993587,-54.42732239,-47.39931225,-39.8170633,-63.91130921,-43.1998105,27.96934522,70.87539441,91.8242572,34.10495154,1.004585027,72.37122161,55.60428606,4.28691601,2.202,44.06,9.566,531,515,226.38,1223.569,28.07,1708,1473.127112,1.0
09080400,"Fryingpan River Near Ruedi, CO",09080400,436.2387925,0.0,0,7.924642446,98.08482877,0,0,0,0,761.2018553,0,0.0,48.06703992,4015.564015,5,73.23749725,79.61753833,83.60924552,83.40558558,77.40622299,66.22667611,55.23852631,49.85737709,0.440036454,0.0,0.0,0,0.416522557,0.0,51.1455304,49.07016897,53.68287595,62.61844379,6,672.3697496,0,0,22.35671319,0.001931271,0.026629363,0.0,1.912016593,11.52480205,0.001223365,0.0,0.0,0,31.71458463,176.3327725,0,115.4675825,105.6956283,30.90799537,82.25690978,68.81848497,98.08482877,77.56423907,67.89945289,58.18676657,74.73718615,38.46298571,18.41917996,-50.63865908,12.79007632,7.997787338,-95.14226568,44.98707607,25.61497836,9,-74.73510787,-26.46516205,-108.5772121,-100.0890965,37,555.480906,0,0.0,0.0,0,2.44647341,2493.26234,0,0.0,0,81.09144621,18.90855379,13,52.29958697,0.0,0.0,0.0,0,0.0,0,-24.53654714,22.27088506,12.64483522,49.98527326,-108.5772121,0,0.0,35.22696865,0.0,0.0,0.416522557,951.0,0,0,0,0,130,4,65.2316891,25.9476641,68.74759985,55481.0,2270190.978,115.4675825,10.05703611,16.89062372,32.16767077,12.06473349,96.9956867,0.307109269,121.0120873,11.17005132,83.08641735,23.31616527,123.0106642,141.0711624,6.997787338,56.02450552,91.35877894,0.377185881,3471.839689,449.4565057,-23.66921261,46.35572921,74.17839387,76.2263742,-2.578473652,353,4,0.0,6,56.57484085,44.48854659,153.3772766,35.52695985,55.95260682,46.3715651,41.84231673,55.12400431,41.77140792,52.09737707,3180.848753,48.77109757,0.0,4.572093332,36.7060413,95.22005773,96.98973331,93.77245552,81.6762176,45.60023272,7.814386798,0.0,0.003895391,1.371017613,6.667206054,0.0,43.78157211,51.59071753,-59.10821068,-51.75366383,-52.36957593,-70.15779292,-45.10469708,32.48796191,74.37299495,92.7377176,31.75969901,-14.33008704,73.38215837,55.53294124,16.85907513,0.572,11.536,3.057,161,160,75.027,232.33,0.179,1664,613.044715,1.0
09053500,"Blue River Above Green Mountain Reservoir, CO",09053500,330.7472515,0.0,0,1386.75884,93.45517376,0,0,0,0,728.8616101,0,0.0,53.91958094,4084.210105,5,77.90874975,83.18848232,85.82632489,86.56074508,82.16639329,71.94069148,61.68088383,55.92224497,0.674020965,0.003315844,0.0,0,1.407902885,0.426439891,26.59881098,54.25899515,59.36388455,68.22204194,6,628.4566727,0,0,88.5347729,0.0,2.076975809,0.493128808,4.16081671,14.89440672,1.661347823,0.0,0.411040939,0,55.16692719,156.7049342,0,111.4115169,101.65357,26.18990569,77.99299909,63.87510347,93.45517376,80.45800576,69.18878148,62.56411001,79.63759608,41.04258958,11.88733289,-55.45771179,12.85243069,7.952286784,-95.72049245,45.17265245,25.71394198,9,-73.02466361,-28.19761863,-106.0259777,-95.80025637,37,604.3379934,0,0.0,0.0,0,322.2206209,2722.952257,0,0.0,0,59.53235958,40.45085916,1,51.25376365,0.014464216,0.000172471,0.002128424,0,0.0,0,-14.6859627,20.37835453,11.69404334,47.01776036,-106.0259777,0,0.0,34.82322748,0.0,0.0,0.981462994,951.0,0,0,0,0,130,4,70.06061038,100.0124046,66.39270177,55481.0,213880486.1,111.4115169,10.2381917,16.60706177,31.28842843,11.43297936,98.59582682,21.69037437,116.1661219,11.30415529,79.36297151,24.32751283,117.7402037,135.5512305,6.952114313,54.11632405,87.70861312,1.907040373,3944.749714,467.0605853,-17.77574499,50.93380573,74.25209425,87.61296859,-4.912381212,353,4,0.138710531,6,60.93703572,44.4761441,156.826092,41.72861893,61.51632667,58.20288612,51.74874326,55.0017004,44.13380132,56.77400141,3260.80535,49.03723908,0.679906282,10.24761916,37.23525366,95.98529077,98.50008619,95.62927496,79.32749819,39.1423493,4.443096404,0.0,0.292906306,0.75586356,5.378588875,0.138710531,46.72719068,51.86157535,-53.0042206,-45.68168372,-37.92287699,-62.9946727,-41.94982598,28.91708435,73.63697323,92.45167694,37.39052983,4.440468874,73.31960909,57.62960964,3.872888367,1.776,30.968,7.192,387,376,165.413,716.719,27.925,1659,1285.951145,1.0
09058000,"Colorado River Near Kremmling, CO",09058000,263.8156966,0.0,0,589.8209461,87.8387399,0,0,0,0,817.0155114,0,0.0,44.97016372,3679.592426,5,68.63050206,74.23197357,77.00014424,77.07467363,72.46455426,62.64681162,52.69029385,46.83022625,3.334362325,0.0,0.0,0,8.024057328,7.035940877,24.7659893,45.79852043,50.46970505,58.56507811,7,505.3301136,0,0,49.43712759,0.0,3.42487521,0.693031321,7.811318513,5.950954254,0.791527363,0.0,2.922154434,0,16.66912064,124.7451909,0,125.6632991,115.7056523,43.50171248,92.94993611,76.83384341,87.8387399,77.5914174,68.91240919,57.71325716,74.49136209,37.8161129,24.56469713,-43.63529697,12.56085948,7.758492178,-88.33713054,45.9720708,26.32676617,9,-58.12349917,-9.646896029,-100.2683401,-87.81744425,37,556.0079813,0,7.388024762,7.400307861,0,123.5672296,2494.320354,0,0.0,0,45.89852576,31.6963208,11,46.02207995,0.0,0.0,7.515103275,0,0.0,0,-28.7152846,22.4937459,12.59698255,52.60904198,-100.2683401,0,0.0,34.37403228,0.432425815,0.0,0.537061053,951.0,0,0,0,0,130,4,60.94811159,57.59471865,57.67965701,55481.0,66566493.44,125.6632991,10.96027664,18.15700162,36.12607713,12.32548331,98.32325906,7.21906212,129.4229698,10.50377215,88.39347368,22.76738816,132.0571534,150.0889932,6.594976144,62.58170526,100.3200886,2.023649415,2329.856577,448.8156317,-28.34012931,40.24154044,69.41035544,72.40755331,7.656495826,353,4,0.341838829,6,54.11686221,43.4948289,130.557974,42.22340536,55.09709033,52.76053343,50.55162798,54.61565401,38.81371433,48.88522366,2933.963066,44.74157197,0.14431513,10.55718488,35.97965387,96.10237672,98.24871736,91.55833301,61.5596717,26.12991421,3.269419514,0.0,0.255689109,0.631645931,3.279030449,0.341838829,42.47640501,46.59730992,-61.6732844,-56.3834767,-46.4482513,-66.47130432,-48.82575415,20.79228438,60.21475132,89.30238576,17.07404348,-13.90668069,69.14020249,46.30933347,21.08758671,7.841,104.803,26.382,1338,1251,811.721,4152.61,42.946,1635,6119.476066,0.993602522
09246500,"Elkhead Creek Near Craig, CO",09246500,153.4172029,0.0,0,138.8080634,82.58163609,0,0,0,0,984.3709812,0,0.0,28.9048394,2916.493131,5,55.64137247,61.40489242,64.64040126,64.12579445,57.61057713,46.85991576,36.39601797,30.40316434,9.65162361,0.00031556,0.0,0,0.648944925,0.0,16.4422906,31.41013489,37.1568065,44.91836362,8,334.6674462,0,0,17.85029009,0.0,4.244559769,1.804213585,4.958285837,0.0,0.0,0.245043448,10.42187992,0,0.0,75.81009179,0,166.1210801,155.5994564,81.14138965,129.6422304,109.332438,82.58163609,70.66855182,69.47413271,46.18005632,62.89856996,29.95291772,52.78996604,-18.49603779,12.53715509,7.241460054,-72.61990859,49.04812382,27.30990461,3,-29.11772141,27.64908959,-84.67483569,-66.55509078,45,479.3116979,0,0.028394705,0.055127399,0,15.18021284,2050.612049,0,0.000351651,0,8.500196564,72.79653535,13,41.56216826,0.0,0.0,18.41222957,0,0.0,0,-50.62310762,26.58594015,14.3065927,62.14695858,-84.67483569,0,0.0,39.55489905,0.0,0.0,0.648944925,951.0,0,0,0,0,130,4,46.64628784,25.46897793,32.46326275,55481.0,9628802.955,166.1210801,18.81922354,21.56588199,43.88324771,14.04597133,99.97412483,0.913082224,155.5251804,9.240459305,104.7079316,19.23056238,158.5784359,180.3267522,5.99984222,78.45155034,124.0569332,0.213840546,1356.944545,410.5410978,-32.3471276,33.01403406,66.94538906,49.37503182,37.7798048,353,4,0.000175825,7,39.45735165,37.97011594,71.75304587,35.42365658,39.45022332,44.99500423,42.46087241,41.39206943,34.73438474,41.75348598,2331.760029,37.94995947,0.025458522,2.861521059,41.56139001,99.97148384,99.97412483,90.7418894,46.58074698,8.529131974,0.725241803,0.0,0.0,0.000908032,0.489876696,0.000175825,39.98449997,44.0156767,-77.82220735,-74.29064932,-65.35489198,-77.56112495,-63.35680076,7.099451074,46.38596546,96.65540182,-3.803039124,-41.42634523,61.59018447,37.27048838,30.41186724,3.328,15.199,5.034,171,135,363.382,1035.263,23.496,1502,586.7564728,1.0
09328920,"Green River At Mineral Bottom Nr Cynlnds Ntl, Park",09328920,161.1754371,0.0,0,224.5046719,34.1521116,0,0,0,0,1012.529965,0,0.07603422,21.5147679,3318.235451,13,38.91761448,42.07022799,43.65094211,42.96511003,39.24678501,32.91839714,26.27511474,22.09890893,4.069632119,0.008740244,0.003574387,0,3.092670692,2.609524807,8.531521451,23.45605114,26.77308624,31.12993323,8,680.3509713,0,0,36.89681929,0.028429916,2.35589168,0.809587321,8.66981005,0.812612356,2.074166979,2.091549892,51.78106235,0,5.972227951,69.13852434,0,181.6063606,169.4698758,91.02713182,142.4207863,119.4098401,34.1521116,48.50485379,45.80290822,33.0602113,44.37991916,21.65782254,60.89071873,-14.07673692,8.828413931,5.358022238,-68.19290805,32.23897818,18.91749776,3,-15.96993765,37.38500826,-79.68042922,-56.11434859,45,328.452834,0,9.351113457,3.777595955,0,64.9177144,1664.461425,0,0.873287773,0,8.975600007,2.940449086,11,25.87030162,2.653650108,56.4704575,14.8118458,0,0.16923054,0,-65.36032396,27.42681136,15.25856851,63.26989141,-79.7817461,0,0.0,35.14880246,0.246592694,0.123383469,0.123335365,918.33457,0,0,0,0,130,12,32.65060112,38.98563011,23.09245461,52031.39748,324494061.0,181.6063606,16.29456924,23.57490909,47.80617,15.23210341,83.23245187,1.724228909,159.1535917,6.51370773,106.6071017,13.85609348,160.9688096,184.8455279,4.140424254,81.63429161,126.7074329,1.352091804,1567.920343,283.2681295,-51.83237238,-14.40977372,23.08536862,34.63947956,47.37785364,438,4,0.419295261,12,29.66284641,30.27161892,72.88049147,27.05819561,28.38494252,29.28839649,33.05366637,48.47227584,21.34766294,27.82680609,2171.846067,23.06442037,0.031943768,3.524892156,29.16658971,82.53915673,71.65742212,40.60262956,17.17435576,5.702194924,1.021210036,0.0,0.0,0.000204154,0.415995906,0.419867209,24.54244047,24.87258097,-83.92873655,-80.39001051,-72.18694543,-82.24769384,-70.32694961,4.613046903,24.55793292,62.68696038,-38.21404803,-60.57494704,16.34353938,-15.3006647,63.2526343,125.069,1364.933,459.303,11091,10187,34224.272,472514.969,624.068,1493,113177.6569,0.999751941
09328960,"Colorado River At Gypsum Canyon Near Hite, UT",09328960,208.8136266,0.0,0,239.7772981,46.59864482,0,0,0,0,1011.741048,0,0.062665201,25.28544343,3505.502075,13,44.30160258,47.86400054,49.56549937,48.74530146,44.15826746,36.55814819,29.44969245,25.76079312,4.062780592,0.005746616,0.002217856,0,2.849172744,2.387778531,10.79618845,27.3593456,31.16032295,36.25034492,8,666.1034408,0,0,37.87245521,0.017640357,2.587847223,1.249088119,8.067366373,1.440193341,1.634973838,1.68922396,40.4289214,0,8.699351125,84.60279705,0,178.1297456,166.2387833,89.61322145,140.9481396,119.2620159,46.61319069,52.84097648,50.47599618,37.13420209,48.3216972,25.05697477,61.79969566,-11.56486899,10.5671404,6.552801872,-64.79590507,36.13884778,21.83157844,3,-15.45431688,36.05933592,-76.84501991,-53.55030478,45,376.2863953,0,14.82533064,5.676874283,0,79.32545276,1634.92216,0,0.817552505,0,11.76451247,6.268774844,11,27.0596505,1.989084553,43.26582957,15.37289513,0,0.105041421,0,-59.68241293,28.68531712,16.37428449,64.25959533,-76.90788559,0,0.0,35.15270956,0.184345227,0.119767847,0.076527831,929.0880441,0,0,0,0,130,4,37.25815415,41.64168757,28.88374721,52539.4259,980207489.4,178.1297456,15.4387968,24.79767954,48.86213567,16.35535893,82.07543674,3.446778424,156.2851427,8.000885137,106.4410829,16.33706729,160.3612175,181.5627232,5.273179007,81.73361424,125.9155268,1.350228335,1963.830235,318.63683,-46.3166411,-5.730138434,29.94578292,40.43778551,47.50717863,429,4,0.349232746,12,36.45568119,34.27707767,89.66800165,26.59468499,34.73688982,32.008925,33.70663963,49.43051338,25.19346313,33.20813981,2272.399409,27.87084787,0.147977373,3.081807054,32.95830632,81.40456358,71.16895135,44.77614854,21.68055593,7.249761909,1.169616972,0.0,5.01e-05,0.127569903,0.905845384,0.35211283,29.13082715,30.21126183,-79.54011044,-74.8908892,-70.94916955,-82.11635279,-65.92085621,5.995229213,26.60146445,63.84498277,-29.02596566,-56.13257783,23.97669807,-7.182261639,56.61303042,125.069,1364.933,459.303,11091,10187,34224.272,472514.969,624.068,1493,182391.7706,0.999806451
09195000,"Lake Creek Below Willow Lake, Nr Cora, WY",09195000,206.3934702,0.0,0,38.98119274,70.84966621,0,0,0,0,802.1443158,0,0.0,31.26424469,3304.536047,5,51.37573597,56.38638599,59.38442318,59.38974819,55.41693667,49.35754712,40.33428427,33.2695697,5.038028079,0.0,0.0,0,28.0452492,25.01382265,42.30571263,32.3056964,36.28218254,41.36312313,7,366.1119684,0,0,16.66143253,0.041451705,5.982313155,6.933261192,10.98390211,2.336810514,1.045438766,0.0,8.259985118,0,0.0,84.80858097,0,126.613865,116.624515,41.5796397,90.5760265,69.65867891,70.84966621,61.25860725,53.14344134,44.20650552,60.30177077,26.10591527,18.68726678,-55.23008081,7.985424349,4.054064541,-100.1204909,33.04285109,17.01426322,8,-68.40799847,-14.44919917,-107.1423544,-97.20681795,37,380.106173,0,0.0,0.0,0,18.13528299,2204.476498,0,0.0,0,63.16732906,9.887509993,11,45.21018015,9.804117708,0.0,16.86356084,0,0.277482393,0,-50.53261198,17.96412431,9.945935459,47.91031077,-107.1838061,0,0.0,30.08994023,0.0,0.0,3.031426549,891.0,0,0,0,0,130,4,45.37573597,8.914442257,35.89865674,58978.0,6392538.172,126.613865,15.93161081,14.92799761,30.91031077,9.945935459,100.0,0.575063676,136.7539442,6.017937847,85.82037053,15.0773274,130.7432941,158.6945546,3.054064541,58.77891883,99.76123198,0.007287825,1022.800638,332.1845947,-47.52532416,31.41403656,63.22578132,49.48000086,1.694554604,367,4,0.0,6,32.16726763,35.14204196,240.6404848,40.13114094,32.1546548,31.18159228,43.14571659,54.92970943,24.18856768,28.22640618,2571.028011,31.28212111,0.0,32.19149932,24.14204196,99.98009934,100.0,96.99411156,59.28024124,22.80933397,5.516752415,0.025225672,0.050451344,0.012612836,1.017937847,0.0,28.21208153,28.22273156,-78.86157124,-75.78956885,-54.66007829,-68.75901817,-57.68897859,13.30740821,53.50662591,87.1961065,-11.26556853,-43.36528292,66.20784347,31.44794944,31.12529241,1.43,6.162,3.037,74,72,55.693,149.419,0.288,1484,81.68929961,1.0
