gage,name,gage,sgr_dk_sav,glc_pc_s06,glc_pc_s07,nli_ix_sav,glc_pc_s04,glc_pc_s05,glc_pc_s02,glc_pc_s03,glc_pc_s01,pet_mm_syr,glc_pc_s08,glc_pc_s09,swc_pc_s09,ele_mt_smx,tbi_cl_smj,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,crp_pc_sse,glc_pc_s22,glc_pc_s20,glc_pc_s21,wet_pc_sg1,wet_pc_sg2,pac_pc_sse,swc_pc_s10,swc_pc_s11,swc_pc_s12,clz_cl_smj,gwt_cm_sav,glc_pc_s17,glc_pc_s18,hft_ix_s93,glc_pc_s15,ire_pc_sse,glc_pc_s16,glc_pc_s13,prm_pc_sse,glc_pc_s14,glc_pc_s11,glc_pc_s12,glc_pc_s10,kar_pc_sse,slp_dg_sav,glc_pc_s19,tmp_dc_s07,tmp_dc_s08,tmp_dc_s05,tmp_dc_s06,tmp_dc_s09,for_pc_sse,aet_mm_s06,aet_mm_s05,aet_mm_s08,aet_mm_s07,aet_mm_s09,tmp_dc_s10,tmp_dc_s11,aet_mm_s02,aet_mm_s01,tmp_dc_s12,aet_mm_s04,aet_mm_s03,lit_cl_smj,tmp_dc_s03,tmp_dc_s04,tmp_dc_s01,tmp_dc_s02,cls_cl_smj,pre_mm_syr,pnv_pc_s01,pnv_pc_s04,pnv_pc_s05,pnv_pc_s02,rdd_mk_sav,ele_mt_smn,pnv_pc_s03,pnv_pc_s08,pnv_pc_s09,pnv_pc_s06,pnv_pc_s07,wet_cl_smj,snw_pc_syr,pnv_pc_s11,pnv_pc_s12,pnv_pc_s10,pnv_pc_s15,pnv_pc_s13,pnv_pc_s14,cmi_ix_syr,pet_mm_s11,pet_mm_s12,pet_mm_s10,tmp_dc_smn,wet_pc_s08,wet_pc_s09,slt_pc_sav,wet_pc_s02,wet_pc_s03,wet_pc_s01,hdi_ix_sav,wet_pc_s06,wet_pc_s07,wet_pc_s04,wet_pc_s05,fec_cl_smj,glc_cl_smj,swc_pc_syr,hft_ix_s09,soc_th_sav,gdp_ud_sav,gdp_ud_ssu,tmp_dc_smx,cly_pc_sav,pet_mm_s02,pet_mm_s03,pet_mm_s01,snw_pc_smx,ppd_pk_sav,pet_mm_s08,aet_mm_s11,pet_mm_s09,aet_mm_s10,pet_mm_s06,pet_mm_s07,aet_mm_s12,pet_mm_s04,pet_mm_s05,inu_pc_slt,ero_kh_sav,aet_mm_syr,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,ari_ix_sav,tmp_dc_syr,tec_cl_smj,fmh_cl_smj,inu_pc_smn,pnv_cl_smj,pre_mm_s08,pre_mm_s09,run_mm_syr,pre_mm_s06,pre_mm_s07,pre_mm_s04,pre_mm_s05,snd_pc_sav,pre_mm_s02,pre_mm_s03,ele_mt_sav,pre_mm_s01,urb_pc_sse,lka_pc_sse,pre_mm_s10,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,gla_pc_sse,snw_pc_s07,snw_pc_s08,snw_pc_s09,inu_pc_smx,pre_mm_s11,pre_mm_s12,cmi_ix_s07,cmi_ix_s08,cmi_ix_s05,cmi_ix_s06,cmi_ix_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,cmi_ix_s03,cmi_ix_s04,cmi_ix_s01,cmi_ix_s02,pst_pc_sse,dis_m3_pmn,dis_m3_pmx,dis_m3_pyr,lkv_mc_usu,rev_mc_usu,ria_ha_usu,riv_tc_usu,pop_ct_usu,dor_pc_pva,area,area_fraction_used_for_aggregation
09217000,"Green River Near Green River, WY",09217000,107.5357594,0.0,0,260.1480544,22.02964845,0,0,0,0,921.1991835,0,0.017261238,21.03062379,2628.948477,13,36.77322989,39.61231698,41.00779612,40.48715819,38.09441265,33.57611178,27.25069993,22.20883947,4.270063381,0.062075001,0.000464873,0,6.415366873,5.969886075,7.783064485,22.40998381,24.85710131,28.39840062,8,550.0014301,0,0,36.55530435,0.103339438,2.505176149,1.327001493,10.36881438,1.295370503,0.364843917,0.795658576,64.90513846,0,2.401101071,46.83122965,0,159.5111213,147.565969,69.88844331,120.1252261,95.29962489,22.02964845,46.39686075,41.21058497,31.9287858,44.48958768,19.62460247,38.20109871,-40.13632091,6.127450955,3.371755362,-92.74013248,26.41510421,14.42320929,3,-41.68447981,14.29504918,-101.7180774,-81.80889141,45,287.6989173,0,3.115606044,0.0,0,61.48670535,2093.631596,0,0.0,0,18.16387217,1.543001556,13,30.19517078,5.370906229,68.00289589,3.0850162,0,0.714293799,0,-66.71230491,21.98760259,11.03741152,56.49619658,-101.7775298,0,0.0,33.50211834,0.0,0.0,0.434754439,891.0004467,0,0,0,0,130,12,31.36697988,37.52431413,19.69805782,58977.97007,12771866.97,159.5111213,14.47278289,17.82226299,39.25171958,11.0331012,91.26171476,1.93003623,152.6387604,4.738212544,98.20584779,11.7406819,148.5462415,177.1658443,2.514563056,71.20290558,115.8593556,2.073962411,1292.534383,253.0400159,-60.38377239,-16.33501545,26.7840261,33.30351078,23.947585,438,4,0.404317595,12,24.55202051,27.6497499,137.0157802,31.08844854,24.99644434,24.95068534,36.18032207,51.94708004,16.88961609,20.76951167,2280.407542,20.28289808,0.123965092,4.925883203,21.31477969,90.74273302,82.32890764,49.65271959,19.93249645,8.214431278,2.134217443,0.050393825,0.093015799,0.073789826,0.317248623,0.404317595,19.56557232,19.472772,-85.35598779,-83.18282803,-67.19653636,-78.07305425,-70.50811891,6.465496748,32.07378992,70.05992043,-43.36962593,-61.80643548,25.65572991,-13.47612284,60.72498668,27.399,236.807,80.031,797,449,4247.897,29683.361,47.103,203,24382.25168,0.996563365
09234500,"Green River Near Greendale, UT",09234500,113.7546776,0.0,0,269.0612776,22.67293285,0,0,0,0,935.9365298,0,0.044341434,20.7866121,2630.76797,13,36.52763941,39.1996173,40.56848049,40.23480485,37.79314397,33.07068412,26.76068231,21.85172208,4.553631861,0.03989743,0.007671259,0,6.342781779,5.504238287,6.681043227,22.23513684,24.9057229,28.47104019,8,563.6454395,0,0,40.12818496,0.069824111,2.61526761,1.005691579,9.68234308,1.142380374,0.379535514,1.450216716,64.63551226,0,3.621023071,47.85941859,0,164.8864216,152.7777079,74.22579853,124.4170332,101.0321837,22.67293285,46.07147108,41.31936206,31.56416485,43.86909849,19.63123367,43.75816699,-33.21176311,6.583590943,3.846109528,-84.60831688,26.78949214,14.74294326,3,-36.37706252,18.80891143,-93.23571,-74.2925052,45,290.509141,0,5.487216915,1.325831545,0,65.26428259,2068.68645,0,0.0,0,16.07642825,1.089717821,13,28.54382465,3.419357123,67.24167435,4.902923583,0,0.454750692,0,-66.88609527,23.06083964,12.14789553,57.54210651,-93.29724842,0,0.0,33.82594554,0.532078784,0.0,0.307685517,893.2426974,0,0,0,0,130,12,31.06895565,40.91423825,20.6704268,57897.99565,14154465.2,164.8864216,14.8661262,19.18718232,40.46985887,12.34597625,86.82784516,1.720027812,153.489044,5.014287111,99.57803556,11.91704927,149.9632734,178.2413755,2.841968205,72.60745861,117.3041006,2.647454036,1160.258237,254.2460068,-58.88107786,-17.37693645,21.36007946,33.14950659,29.87359219,438,4,0.617376758,12,24.84566574,27.67439709,110.6395296,30.21866066,24.7420111,26.35481623,35.14074897,51.25692484,17.06867677,21.97850055,2270.778528,19.82668026,0.090272638,6.918509057,22.53938382,85.45117354,78.69316226,46.33873038,19.85308884,7.456391267,1.595410742,0.032082915,0.059217793,0.081825107,0.454493903,0.617376758,20.23895506,19.85841949,-85.55570352,-83.01677176,-68.49992025,-78.95936908,-70.89075988,6.140419106,31.34669777,64.82153958,-42.83140287,-60.68742744,17.0262694,-17.9481236,64.40937679,29.989,293.947,97.571,1013,616,6815.633,58494.091,65.485,201,38274.05442,0.997189666
09211200,"Green River Below Fontenelle Reservoir, WY",09211200,157.9390956,0.0,0,207.6418184,46.66656791,0,0,0,0,841.8639489,0,0.038941033,28.18836138,2928.183367,13,47.83461518,52.17321514,54.45438259,53.92769288,50.57213356,44.46086676,36.28469649,29.81122468,5.358745252,0.0,0.0,0,11.43291194,10.55148722,15.19501872,29.49567812,32.72611908,37.9161692,7,428.9604106,0,0,23.97918202,0.233059444,5.028407625,2.806795086,13.26561529,2.657841675,0.322737602,0.175181747,36.41610099,0,5.416051605,67.23308737,0,137.1865602,126.0297078,50.31205232,99.06494326,76.61157877,46.66656791,56.83882784,49.93870783,40.24144339,55.63696754,24.34845614,22.61771219,-53.25316134,7.078460931,3.940302968,-104.3130681,31.18456033,16.49981738,1,-62.58703921,-6.61307935,-112.1681706,-96.68343696,37,355.9587089,0,7.005085151,0.0,0,39.20900848,2191.528767,0,0.0,0,38.42860484,3.480930423,11,40.4622756,10.97368288,32.05097118,6.43930523,0,1.61129568,0,-55.21747274,19.32748657,9.369082777,51.32986575,-112.2918633,0,0.0,32.67613166,0.0,0.0,0.845742799,891.0,0,0,0,0,130,4,41.5734707,25.7942603,28.04240803,58978.0,9149629.369,137.1865602,14.28020054,15.12189637,33.32409553,9.409182325,99.59602183,0.995130049,143.0971112,5.583961793,90.55981872,14.13381099,136.7244223,165.6259068,3.032909444,62.52919978,105.328146,2.980941953,1835.20174,308.4431423,-51.45759404,16.58042893,56.84393469,44.87275851,6.384931582,438,4,0.419562576,6,30.44334847,33.40834414,202.9141558,36.55852003,29.83941902,28.77140091,40.42209061,52.95660347,23.42376424,26.02285206,2463.604085,29.33403404,0.0,9.156764374,23.58611954,99.22396912,97.37800346,78.98348768,39.65293516,17.03406629,4.424514591,0.113687538,0.209841924,0.166292586,0.64356708,0.419562576,26.88442043,27.31926478,-81.30310727,-77.85088295,-59.60396643,-72.05405303,-61.49891445,12.12086925,47.24551042,88.00626823,-20.94030241,-49.83620235,57.92769642,20.72134869,44.47720797,24.304,122.355,56.312,669,342,1906.949,12016.039,10.833,192,10825.0608,0.994976554
09364200,"Animas River At Penny Lane Near Flora Vista, NM",09364200,318.7218199,0.0,0,722.4746768,78.80635551,0,0,0,0,995.9578832,0,0.182153478,43.71429166,3306.998645,5,69.0365277,72.88072131,74.13961068,71.84054748,63.53529863,51.26413925,42.95749123,42.03544665,5.172192571,0.245243985,0.0,0,0.778118936,0.556118145,11.98667037,47.40080714,53.86513994,61.42507023,6,683.3594639,0,0,55.61781779,0.0,2.571711243,2.443005726,7.566445544,3.779946245,0.127919117,0.137644264,10.49991704,0,15.92287942,134.3168485,0,155.8046163,144.5166356,74.25339434,123.505228,107.1411817,78.80635551,69.56588753,68.39086422,55.97921101,65.37819632,40.95567298,57.1166299,-8.79892892,18.69778928,13.26188062,-56.32570249,51.33226632,33.55908198,3,-21.56823125,24.01416261,-67.64071985,-50.21882949,37,622.0870188,0,30.98627366,32.15466817,0,168.027441,2165.423462,0,0.642339898,0,11.05063611,3.887305822,13,30.42984742,2.159422069,11.84474324,7.293386606,0,0.0,0,-31.08801431,33.18662651,21.0087408,67.1621767,-67.83052502,0,0.0,33.75113236,0.0,0.0,0.180259796,941.7847063,0,0,0,0,130,4,57.87904137,67.16980335,49.4476395,53730.95915,170857966.1,155.8046163,13.20700536,29.02898755,51.05743388,21.39251622,82.79074573,19.42457804,144.7216469,15.81021513,103.2150874,28.71735401,155.2872366,168.3993976,11.29991482,80.31731377,121.2627046,0.793400298,3770.211317,473.1089341,-10.72412046,23.51961837,51.96856601,71.36207771,40.17896568,353,4,0.591336429,4,71.79529563,56.16280049,96.43259136,26.33149316,65.1830888,41.97450602,35.57810916,53.11819306,47.54031975,59.14211295,2674.791571,51.53938544,1.231976199,1.6750608,58.01804695,82.32523082,70.9833278,53.48021923,36.14075592,14.97921877,1.770106552,0.0,0.594572247,0.511615072,2.754973768,0.591336429,51.38122727,57.58941688,-57.37083627,-45.81679363,-66.27038562,-80.57810679,-39.90421059,12.13028931,31.754454,58.37371955,5.413155448,-38.30566356,48.08867091,23.84306406,25.06839608,0.967,57.356,14.113,90,85,583.828,4910.693,51.618,191,3457.277404,0.994329828
09216050,"Big Sandy River At Gasson Bridge, Near Eden, WY",09216050,68.47353343,0.0,0,74.4936529,7.803314145,0,0,0,0,942.326347,0,0.0,17.44010233,2537.81291,13,31.57050961,33.96116851,35.03039167,34.63083971,32.90844094,29.18833342,23.53480458,18.64409771,5.120647508,0.0,0.0,0,2.555466416,2.365628333,3.896668471,18.89866726,20.87545458,23.51352202,8,406.95021,0,0,35.76241912,0.0,1.684945228,0.523211772,18.66641517,0.729356185,0.245076481,0.402004905,72.28639998,0,0.0,28.48629592,0,167.4499547,155.0769961,76.08685248,127.9191546,100.4674343,7.803314145,42.66245718,37.60798228,27.9601598,40.03962237,17.03364678,41.57505015,-41.25469862,5.425774911,2.701430444,-97.32284486,24.59327725,13.59139406,5,-35.66524848,21.30787936,-107.4762782,-84.33289684,45,255.664527,0,0.048148955,0.0,0,35.81716873,2086.518875,0,0.0,0,6.995095422,0.0,13,30.31345583,3.197480633,88.52080478,1.238470212,0,0.0,0,-71.98705906,22.21334222,10.7389855,57.63978361,-107.504577,0,0.0,34.4715714,0.0,0.0,0.222325253,891.0,0,0,0,0,130,12,26.77020636,37.72418201,14.55057253,58978.0,1395935.456,167.4499547,14.05327229,17.58584449,41.17997801,10.35100624,96.57484103,0.198301639,155.3564966,4.074655686,99.95823813,10.30980101,152.7142044,181.4536834,2.046944009,74.12959169,118.935193,1.331781015,867.1198271,228.2229284,-64.70725507,-31.04550869,25.14300368,27.98384449,27.06846522,438,4,0.148473385,12,20.48188903,23.96106818,121.4340613,29.41874028,21.43033887,23.84504814,36.26649931,51.43123115,13.62078959,19.02507326,2210.195726,16.78607582,0.0,2.91338225,19.84194769,95.33473091,95.09258974,47.84236249,11.47028215,3.92483863,1.074184112,0.0,0.0,0.0,0.198770288,0.148473385,15.31611003,15.4480111,-87.9700131,-86.5140196,-68.84303003,-80.38171046,-75.50032758,2.922142039,30.56911117,74.28489976,-51.84696612,-66.40541571,29.23895449,-24.89170464,71.98628298,4.867,63.217,15.436,93,83,681.847,3343.179,0.843,176,3871.210903,0.99297058
09132095,"Anthracite Creek Above Mouth Near, Somerset",09132095,431.2803924,0.0,0,12.34927292,95.56867908,0,0,0,0,880.7727907,0,0.0,37.54526792,3744.162748,5,61.97096655,68.03932207,71.64916485,70.55438394,63.66574976,52.31109367,42.51051011,38.27406697,2.451660945,0.0,0.0,0,0.149257657,0.147585541,63.63091598,39.53708388,44.17268121,51.25720576,7,558.214263,0,0,3.815604705,0.0,0.022376081,2.230960008,1.049557675,3.51974814,0.676933632,0.001672116,0.0,0,0.0,171.0974393,0,134.8046636,124.6456348,53.18199403,102.5287904,86.87046162,95.56867908,68.89545707,64.84911122,50.18906947,63.87587863,34.76474512,35.54726809,-35.71216237,12.73080865,7.731504529,-90.67226427,45.69492683,26.63157466,3,-54.5979422,-2.774440701,-106.2895535,-90.28597721,37,495.5540127,0,15.42537731,0.056883618,0,55.83302748,2131.978333,0,0.297845407,0,63.70716839,20.13663952,13,46.52509778,0.0,0.0,0.003344232,0,0.0,0,-41.3206749,26.59493669,14.21925393,59.56077955,-106.2895535,0,0.0,37.16353379,0.001672116,0.0,0.0,951.0,0,0,0,0,130,4,53.6091907,5.147238456,52.48589523,55481.0,1214094.527,134.8046636,12.65026042,19.71686661,39.85516251,13.22151969,99.79617033,0.110699416,136.5859592,10.62993512,95.27088438,22.08295938,141.8981922,158.7702769,6.731167051,67.54301645,107.5227749,0.010807692,3634.545392,415.1566901,-34.60620572,26.37996445,65.7692443,59.02913816,12.88646002,353,4,0.0,6,51.66047841,43.94104002,179.0300999,28.43282746,49.49173792,38.41214465,35.33970712,49.84029033,36.48493304,46.85190961,2839.389424,42.92534458,0.0,0.387917173,37.39205909,98.27224722,99.2683487,92.1634601,67.03697597,24.42545531,3.98747958,0.0,0.000542013,0.536467019,3.949270058,0.0,38.78294304,45.90213785,-67.53331991,-60.90660375,-65.79426874,-79.24081252,-52.1818216,17.81368772,59.1276704,93.72459416,9.843114139,-39.61120104,66.12807217,39.57287575,15.23684355,1.58,24.567,7.121,26,20,162.065,510.734,0.072,175,604.7355387,1.0
09166500,"Dolores River At Dolores, CO",09166500,297.8646483,0.502896089,0,47.82396077,96.6171774,0,0,0,0,894.4184771,0,0.0,52.07495984,3704.471755,5,83.0680185,88.42040462,90.9819386,88.6487272,79.6822061,64.35276712,53.60648188,51.07339433,4.964381005,0.0,0.0,0,0.117107093,0.000466882,6.482803345,55.88904071,63.42157841,73.41588759,6,628.2579225,0,0,22.25679399,0.0,1.001543146,1.528268327,1.284527907,1.230306338,0.002796248,0.014418151,0.010851814,0,6.44291279,141.9428309,0,133.4150855,122.978192,54.2736556,102.1584528,87.43676217,97.04289952,85.79014296,82.39517536,66.47421229,80.34995386,47.67039403,41.73587007,-22.40454344,21.54032103,16.13304052,-64.14714948,59.38756814,37.92117855,3,-41.79145217,3.453477144,-73.28044254,-64.35859494,37,716.4018701,0,54.29470271,43.53845075,0,51.49760149,2424.33128,0,0.735049433,0,0.010121248,0.004126544,13,42.72058827,0.0,1.41564437,0.002747059,0,0.0,0,-17.8951776,29.57421531,19.30515279,60.26024798,-73.39963862,0,0.0,35.71630407,0.0,0.0,0.116640211,951.0,0,0,0,0,130,4,70.40517859,26.93796249,64.67776441,55481.0,10764415.55,133.4150855,11.6493418,25.22398816,42.54969066,20.10172189,96.38385128,1.094997649,132.640781,18.04234497,93.57907044,32.8749346,140.3808947,154.7203944,13.50849713,68.66063572,107.1726345,0.250244447,1986.556502,561.8586185,3.009536727,48.36322911,68.89965217,83.12322716,23.21935981,353,4,0.0,4,78.60368618,64.54146819,130.3828683,30.94403922,75.68275588,49.31321333,43.09458638,52.77843851,55.94969259,69.07339185,2964.118148,60.11854545,0.0,1.817134752,62.45894832,95.17623342,94.50230514,84.37721606,59.29216611,15.48857656,2.034202641,0.0,0.686959943,1.383714768,4.40279027,0.0,59.75493031,66.18725322,-49.74068703,-39.12162527,-58.34955341,-77.22991645,-29.05160831,16.2428665,50.40317598,87.2590926,34.37086635,-24.63106911,64.70966958,51.46347442,10.7078758,0.101,28.559,6.812,34,34,202.914,1082.589,1.834,165,1307.244486,1.0
09166950,"Lost Canyon Creek Near Dolores, CO",09166950,197.1654597,0.002174393,0,185.662152,95.53960497,0,0,0,0,1021.345443,0,0.0,37.81086542,3302.837548,5,66.14347655,71.87984883,74.78290313,71.85359837,62.03795072,48.33083069,38.70688597,36.81086542,4.147276981,0.0,0.0,0,0.030688961,0.0,0.687826183,41.67180763,47.68742101,56.37486893,8,482.9445824,0,0,44.53464365,0.0,1.333246598,0.611616025,2.632870191,0.002174393,0.0,0.0,1.213734419,0,0.0,55.92452607,0,168.3509286,156.4020412,84.90359845,135.3156915,117.9967337,95.54177936,72.02533913,74.23755614,54.49395072,65.09789193,39.03831605,67.38924466,2.050442115,20.6872753,14.66119745,-43.42042557,56.92494852,37.4282587,3,-10.11624628,33.9370407,-53.66266219,-37.67425854,45,584.9422119,0,75.04124911,3.538337376,0,100.6912663,2114.585996,0,0.093746362,0,0.0,0.0,13,33.16768975,0.0,21.32666716,0.0,0,0.0,0,-40.89406578,34.35202055,22.27529935,67.80786177,-53.66483658,0,0.0,33.65844392,0.0,0.0,0.030688961,951.0,0,0,0,0,130,4,54.37892766,55.80004435,48.69158645,55481.0,33187115.92,168.3509286,12.40367951,30.49107835,51.98135606,23.19375988,94.55273146,3.396672676,148.5824804,15.68321657,105.2326343,27.43220045,158.7567753,172.7567753,11.784221,81.41291406,123.6822285,0.0,596.5891472,491.0344995,-18.14911337,31.11980607,54.75623832,58.30426387,51.67533913,353,4,0.0,4,65.44116095,53.70972972,85.90818343,23.22065279,61.26088116,38.97418483,35.38912088,53.94005097,44.68582626,56.74266164,2551.479501,48.57322609,0.0,0.814064996,55.01345393,94.53071234,89.37963141,67.71241603,28.15363996,2.912823353,0.057097462,0.0,0.858767812,0.926709509,1.845549807,0.0,50.92181593,52.54878408,-63.26188652,-55.25769652,-70.78600144,-85.46921801,-48.49586057,5.607634709,31.09184249,77.93919401,5.630385454,-50.68061996,49.35467828,27.13096792,27.14977068,0.101,28.559,6.812,34,34,202.914,1082.589,1.834,165,184.7643221,1.0
09070000,"Eagle River Below Gypsum, CO",09070000,389.5823142,0.0,0,794.375819,92.2643393,0,0,0,0,845.7886035,0,0.0,40.01928285,3714.9901,5,62.93287512,68.46084843,71.44240408,71.24870196,65.63373717,55.76204963,46.52318393,41.53268203,1.101731288,0.0,0.0,0,0.136333735,0.0,25.1014571,41.13750841,45.32422183,52.68243859,7,522.9745558,0,0,60.84950111,0.0,1.36293217,0.472647248,2.970016624,6.357776383,0.0,0.0,4.422452442,0,61.76651691,148.1048069,0,131.3745789,121.4251672,47.87911798,97.66853744,82.52241595,92.2643393,69.7511922,63.13520742,52.12537047,66.83543948,34.71853407,30.05981184,-39.70553453,12.22534051,7.571258844,-85.75137637,42.79751846,24.86983444,9,-56.82114031,-7.727209041,-98.36964251,-86.10400586,37,495.91496,0,2.097341537,0.0,0,184.3359119,2285.532703,0,0.0,0,52.37319587,23.33984994,13,44.73645953,0.0,0.54499087,21.66909332,0,0.0,0,-37.58133555,24.05463164,13.71831739,55.05376396,-98.36964251,0,0.0,35.43634425,0.0,0.0,0.136333735,951.0,0,0,0,0,130,4,55.28925338,71.20723328,56.41911919,55481.0,159921640.9,131.3745789,10.66067126,19.41723173,37.47410028,13.49079996,98.45698966,16.96724452,133.2300178,9.906061191,91.66769439,21.08647435,135.9999245,154.5570581,6.518961011,64.10901661,103.0798348,0.160786538,2774.546989,411.8150895,-34.82807745,29.59080334,64.76932846,62.70072076,11.29973921,353,4,0.052188335,6,50.63208552,40.93771247,166.5231519,34.82962385,50.6098197,42.32577345,39.92632422,53.71563918,34.88308008,44.30794814,2900.236824,41.2717666,1.133191546,0.866564419,34.14989137,96.79248729,97.30184364,82.78957046,57.54557144,25.77894286,3.577137611,0.0,0.337299532,0.494364213,4.324155629,0.052188335,38.01547342,43.73224938,-65.69382805,-59.87935433,-58.34929469,-73.01589708,-53.34294007,19.93698235,57.8930831,90.27400197,9.821248908,-28.93999678,63.2750978,35.34827277,29.4343705,3.341,48.826,13.252,59,57,360.111,1801.584,40.737,153,2441.346203,0.992484403
09119000,"Tomichi Creek At Gunnison, CO",09119000,229.5615996,0.0,0,55.42409236,88.56651908,0,0,0,0,859.9854605,0,0.0,41.3805407,3690.353229,5,64.19728269,69.7507215,72.49283095,70.9336421,63.52701334,52.09093534,43.75443794,41.47930678,1.911787258,0.0,0.0,0,0.0,0.0,5.312165147,42.61831121,46.67951698,53.94060127,7,385.3145517,0,0,17.82328201,0.0,3.392657769,0.325968383,5.470470495,3.684106164,0.167503465,0.0,5.54264569,0,0.0,106.9119965,0,129.2517877,119.0964542,49.33377322,98.27055148,82.20974368,88.56651908,67.80120146,63.94473355,52.79897462,63.84653644,37.30556126,30.58195636,-41.407139,12.32665005,7.101394456,-101.477711,45.51112443,27.43615691,1,-58.61943259,-6.428649365,-116.8009765,-98.16361531,37,509.3610066,0,0.0,0.0,0,44.97219531,2569.206079,0,0.0,0,18.14974386,61.35965938,13,38.85889469,0.0,8.514635937,12.06659074,0,0.0,0,-38.21032208,26.50893965,12.9193459,58.9616537,-116.8009765,0,0.0,32.74657146,0.0,0.0,0.0,951.0,0,0,0,0,130,4,55.31492732,22.26336026,55.63228775,55481.0,31358128.84,129.2517877,11.04119891,18.58523875,39.87206506,11.82989533,99.21059609,1.377442297,131.6694052,11.62042147,93.69684684,23.9816908,138.9903671,152.9552741,6.451180555,67.32774121,106.4441825,0.080138335,1598.414059,419.6307261,-32.97239427,22.36734597,68.74571121,62.3909777,7.150810001,353,4,0.0,7,61.90894613,45.0571586,147.4990085,29.32151541,57.47002238,36.43211139,32.84011812,55.92684017,36.8729635,45.32937192,2974.459696,40.47150777,0.16027667,0.201848388,38.20491778,98.43451522,98.8685132,79.66657987,38.1578451,8.763206577,0.615550848,0.0,0.132269612,0.471614086,1.436164983,0.0,38.38570834,46.90640713,-60.97715693,-51.42353708,-67.569764,-77.86862128,-49.90683464,9.245363958,39.85254714,90.38367563,4.243770643,-42.37392918,68.57113645,41.81985742,25.82251102,4.97,143.522,32.401,137,131,936.411,4936.996,13.752,131,2740.39944,0.992533011
383103000000000,,383103000000000,238.3219794,0.0,0,124.0383158,87.68141049,0,0,0,0,829.4718659,0,0.0,43.81176849,3757.549392,5,68.31372333,74.51773773,77.6635365,76.57347024,69.13741923,57.17976899,47.73077086,44.34575611,2.134710533,0.0,0.0,0,1.223421147,1.099689902,12.91356565,44.92086994,49.28539924,57.54666555,7,412.3290786,0,0,18.10549784,0.0,3.360638691,1.386959476,6.386189745,6.136492865,0.728268594,0.212593066,3.646474437,0,7.670156033,119.7746941,0,124.4741086,114.4779652,43.51475742,93.09960719,77.71975425,87.68141049,72.05994248,66.77854418,54.9396854,67.93177743,38.04740432,26.62176266,-45.3733255,12.28195743,7.073726152,-103.9525498,46.46694344,27.5216727,9,-65.37350369,-13.35218466,-119.3334872,-102.7318705,37,532.1693968,0,0.0,0.0,0,57.60838742,2595.68471,0,0.0,0,27.68314506,58.24013675,13,42.46713127,0.0,5.717212237,8.380117356,0,0.0,0,-32.88619923,25.14595639,12.26458768,56.61449323,-119.3334872,0,0.0,33.58920007,0.0,0.0,0.119637273,951.0,0,0,0,0,130,4,59.2850685,24.68812082,56.20820731,55481.0,28602250.63,124.4741086,11.01163065,17.38111661,37.32744416,11.10100339,99.33972907,2.590338045,128.6237338,11.57316327,90.61737386,24.13174058,134.651326,149.5910857,6.532728048,63.79189154,102.1012145,0.251533008,2243.610733,435.0121095,-29.46759923,31.65865663,72.82967058,67.69889654,2.459082678,353,4,0.044484134,7,60.37829465,45.45575432,169.7812159,30.52603517,57.05806871,39.35087919,35.22257648,55.25970257,40.08607766,48.95481468,3035.454282,44.79479559,0.150674982,1.323224007,38.348406,98.55585258,98.84946468,85.90130082,52.15804399,16.19206546,1.705824613,0.0,0.11700434,0.569547012,2.283635426,0.044484134,41.17002052,50.52059665,-60.39748983,-51.40229955,-63.40964679,-76.0902395,-47.72522253,13.11190313,48.18626336,92.28106731,15.69558653,-34.01909782,73.19027408,50.55782719,23.36423074,5.084,147.671,33.424,137,131,979.616,5672.808,14.593,124,5505.463744,0.995070004
