shortID,siteID,basin,state,siteName,siteUse,destinationCode,destinationFlag,dataSource,usbrID,usgsID,cdssID,wyseoID,utdwrID,nmoseID,historicalRecord,decLat,decLong,dest_decLat,dest_decLong,notes,startDate,endDate,no_fill_years
49,div_0049_irrigation,cms,co,cms_co_bona_fide_ditch,irrigation,107,,CDSS,,,4000863,,,,,38.774011,-107.957872,,,,,,
50,div_0050_irrigation,cms,co,cms_co_bonham_branch_pipeline,irrigation,131,,CDSS,,,7200542,,,,,39.105339,-107.904943,,,diverted water stored in offstream reservoir (likely Jerry Creek Reservoir or Vega Reservoir) before application to irrigated lands. Part of Collbran Project. May also carry water to Molina Power Plant,,,
51,div_0051_irrigation,cms,co,cms_co_bonita_ditch,irrigation,107,,CDSS,,,4000753,,,,,38.859756,-107.95337,,,,,,
52,div_0052_irrigation,cms,co,cms_co_boram_and_white_ditch,irrigation,93,,CDSS,,,3800545,,,,,39.283781,-107.014773,,,,,,
53,div_0053_interbasin,cms,co,cms_co_boreas_no_2_ditch,interbasin,N/A,-1,CDSS,,,3604685,,,,,39.427071,-105.973119,,,,,,
54,div_0054_irrigation,cms,co,cms_co_bourne_ditch,irrigation,101,,CDSS,,,5900524,,,,,38.751142,-107.024333,,,,,,
55,div_0055_irrigation,cms,co,cms_co_bowles_and_holland_ditch,irrigation,93,,CDSS,,,3800547,,,,,39.367171,-107.202859,,,,,,
56,div_0056_irrigation,cms,co,cms_co_bragg_no_1_ditch,irrigation,126,,CDSS,,,3700519,,,,,39.575918,-106.571055,,,,,,
57,div_0057_irrigation,cms,co,cms_co_brown_&_campion_d,irrigation,111,,CDSS,,,4200510,,,,,38.931429,-108.362325,,,,,,
58,div_0058_irrigation,cms,co,cms_co_buckey_ditch,irrigation,101,,CDSS,,,5900527,,,,,38.697039,-107.05139,,,,,,
59,div_0059_irrigation,cms,co,cms_co_buckey_lehman_ditch,irrigation,101,,CDSS,,,5900528,,,,,38.677689,-106.987466,,,,,,
60,div_0060_irrigation,cms,co,cms_co_bull_basin_highline_d,irrigation,131,,CDSS,,,7200557,,,,,39.122265,-108.037771,,,,,,
61,div_0061_irrigation,cms,co,cms_co_bull_creek_ditch,irrigation,131,,CDSS,,,7200558,,,,,39.167086,-108.071639,,,,,,
62,div_0062_irrigation,cms,co,cms_co_bunte_highline_ditch,irrigation,82,,CDSS,,,5100546,,,,,40.136722,-105.928877,,,,,,
63,div_0063_irrigation,cms,co,cms_co_burkhart_eddy_ditch,irrigation,109,,CDSS,,,6800514,,,,,38.106084,-107.841147,,,,,,
64,div_0064_irrigation,cms,co,cms_co_butte_&_butte_ex_ditch,irrigation,105,,CDSS,,,6200542,,,,,38.337719,-107.477507,,,,,,
65,div_0065_irrigation,cms,co,cms_co_buttes_ditch,irrigation,107,,CDSS,,,4000754,,,,,38.852868,-107.957486,,,,,,
66,div_0066_irrigation,cms,co,cms_co_c_and_m_ditch,irrigation,93,,CDSS,,,3800569,,,,,39.462783,-107.10982,,,,,,
67,div_0067_irrigation,cms,co,cms_co_c_k_p_ditch,irrigation,126,,CDSS,,,3700545,,,,,39.645215,-106.835025,,,,,,
68,div_0068_irrigation,cms,co,cms_co_c_m_stremme_gates_ditch,irrigation,126,,CDSS,,,3700548,,,,,39.647309,-106.878737,,,,,,
69,div_0069_irrigation,cms,co,cms_co_cain_borsum_ditch,irrigation,102,,CDSS,,,2800520,,,,,38.479169,-106.666605,,,,,,
70,div_0070_irrigation,cms,co,cms_co_capitol_falls_ditch,irrigation,93,,CDSS,,,3800572,,,,,39.225722,-107.087376,,,,,,
71,div_0071_irrigation,cms,co,cms_co_capitol_park_ditch,irrigation,93,,CDSS,,,3800573,,,,,39.265305,-107.028083,,,,,,
72,div_0072_irrigation,cms,co,cms_co_carbon_ditch,irrigation,101,,CDSS,,,5900529,,,,,38.780824,-107.023169,,,,,,
73,div_0073_irrigation,cms,co,cms_co_carbondale_ditch,irrigation,93,,CDSS,,,3800574,,,,,39.375101,-107.20182,,,,,,
74,div_0074_municipal,cms,co,cms_co_carbondale_wtr_sys_&_pl,municipal,N/A,,CDSS,,,3801052,,,,,39.291702,-107.202648,,,,,,
75,div_0075_irrigation,cms,co,cms_co_carriere_ditch,irrigation,115,,CDSS,,,6000550,,,,,37.876696,-107.977636,,,,,,
76,div_0076_municipal,cms,co,cms_co_carver_ranch_pipeline,municipal,N/A,,CDSS,,,7201334,,,,,39.157229,-108.142242,,,,,,
77,div_0077_irrigation,cms,co,cms_co_castleton_ditch,irrigation,101,,CDSS,,,5900535,,,,,38.7479,-107.025794,,,,,,
78,div_0078_interbasin,cms,co,cms_co_cbt_alva_b_adams_tunnel,interbasin,N/A,-1,CDSS,,,5104634,,,,,40.241643,-105.801388,,,,,,
79,div_0079_intrabasin,cms,co,cms_co_cbt_willow_creek_feeder,intrabasin,937,,CDSS,,,5100958,,,,,40.148237,-105.940911,40.143063,-105.888679,,,,
80,div_0080_irrigation,cms,co,cms_co_cedar_canyon_iron_springs_ditch,irrigation,107,,CDSS,,,4000504,,,,,38.553608,-107.518328,,,,,,
81,div_0081_irrigation,cms,co,cms_co_cedar_mesa_ditch,irrigation,106;107,,CDSS,,,4000675,,,,,38.979591,-107.86534,,,,,,
82,div_0082_irrigation,cms,co,cms_co_cedar_park_ditch,irrigation,107,,CDSS,,,4000701,,,,,38.944474,-108.028281,,,,,,
83,div_0083_irrigation,cms,co,cms_co_cement_creek_ditch,irrigation,100,,CDSS,,,5900537,,,,,38.812734,-106.878927,,,,,,
84,div_0084_irrigation,cms,co,cms_co_charley_logan_ditch,irrigation,108,,CDSS,,,6800526,,,,,38.085608,-107.707134,,,,,,
85,div_0085_irrigation,cms,co,cms_co_chatfield_bartholomew_d,irrigation,127,,CDSS,,,3700539,,,,,39.614509,-106.963491,,,,,,
86,div_0086_irrigation,cms,co,cms_co_childs_ditch,irrigation,107,,CDSS,,,4000632,,,,,38.94982,-107.920742,,,,,,
87,div_0087_irrigation,cms,co,cms_co_chipeta_beaudry_ditch,irrigation,110,,CDSS,,,4100515,,,,,38.670053,-108.002449,,,,,,
88,div_0088_irrigation,cms,co,cms_co_chittenden_ditch,irrigation,102,,CDSS,,,2800526,,,,,38.517736,-106.675523,,,,,,
89,div_0089_irrigation,cms,co,cms_co_cimarron_canal,irrigation,105,,CDSS,,,6200560,,,,,38.266205,-107.542264,,,,,,
90,div_0090_irrigation,cms,co,cms_co_clark_no_2_ditch,irrigation,102,,CDSS,,,2800528,,,,,38.41312,-106.413235,,,,,,
91,div_0091_irrigation,cms,co,cms_co_clark_no_3_ditch,irrigation,102,,CDSS,,,2800529,,,,,38.416264,-106.51636,,,,,,
92,div_0092_irrigation,cms,co,cms_co_clear_creek_ditch,irrigation,98,,CDSS,,,7000521,,,,,39.49045,-108.321926,,,,,,
93,div_0093_irrigation,cms,co,cms_co_cliff_ditch,irrigation,122,,CDSS,,,5000539,,,,,40.168941,-106.298668,,,,,,
94,div_0094_irrigation,cms,co,cms_co_cliff_ditch_headgate_no_2,irrigation,122,,CDSS,,,5000731,,,,,40.150733,-106.297922,,,,,,
95,div_0095_irrigation,cms,co,cms_co_clough_no_1_ditch,irrigation,98,,CDSS,,,3900532,,,,,39.511602,-107.856862,,,,,,
96,div_0096_irrigation,cms,co,cms_co_clovis_metroz_no_1_ditch,irrigation,102,,CDSS,,,2800530,,,,,38.612428,-106.525799,,,,,,
97,div_0097_irrigation,cms,co,cms_co_coakley_kiggins_ditch,irrigation,131,,CDSS,,,7200574,,,,,39.197583,-107.963434,,,,,,
98,div_0098_irrigation,cms,co,cms_co_coats_bros_ditch,irrigation,102,,CDSS,,,2800532,,,,,38.449004,-106.619341,,,,,,
99,div_0099_irrigation,cms,co,cms_co_cobb_cebolla_cr_d,irrigation,105,,CDSS,,,6200565,,,,,38.22155,-107.073389,,,,,,
100,div_0100_irrigation,cms,co,cms_co_coffee_mcqueary_ditch,irrigation,82,,CDSS,,,5100585,,,,,40.127217,-105.889852,,,,,,
101,div_0101_irrigation,cms,co,cms_co_coffman_&_ww_mutual_d_pl,irrigation,111;112,,CDSS,,,4200635,,,,,38.981611,-108.451443,,,,,,
102,div_0102_irrigation,cms,co,cms_co_cole_ditch,irrigation,102,,CDSS,,,2800534,,,,,38.393514,-106.472259,,,,,,
103,div_0103_irrigation,cms,co,cms_co_cole_nos_1_2_&_3_ditches,irrigation,102,,CDSS,,,2800535,,,,,38.392426,-106.462733,,,,,,
104,div_0104_irrigation,cms,co,cms_co_collier_ditch,irrigation,105,,CDSS,,,6200567,,,,,38.375809,-107.496468,,,,,,
105,div_0105_irrigation,cms,co,cms_co_collins_creek_ditch,irrigation,93,,CDSS,,,3800606,,,,,39.256196,-106.848955,,,,,,
106,div_0106_interbasin,cms,co,cms_co_columbine_ditch_hdg_3,interbasin,N/A,-1,CDSS,,,3704641,,,,,39.381648,-106.24599,,,,,,
107,div_0107_interbasin,cms,co,cms_co_con_hoosier_sys_blue_river_ditch,interbasin,N/A,-1,CDSS,,,3604683,,,,,39.382959,-106.077166,,,,,,
108,div_0108_interbasin,cms,co,cms_co_con_hoosier_tunnel,interbasin,N/A,-1,CDSS,,,3604699,,,,,39.380778,-106.07135,,,"Based on comments in CDSS, diversion records for this site prior to 2011 appear to be included with records for site 3604683. StartDate assigned as 1/1/2011 to prevent double-counting/autofilling in previous years.",1/1/2011,,
109,div_0109_irrigation,cms,co,cms_co_cook_ditch,irrigation,131,,CDSS,,,7200580,,,,,39.277668,-107.955669,,,,,,
110,div_0110_irrigation,cms,co,cms_co_cooper_no_2_d,irrigation,105,,CDSS,,,6200569,,,,,38.517872,-106.992892,,,,,,
111,div_0111_irrigation,cms,co,cms_co_cornell_ditch,irrigation,98,,CDSS,,,3900537,,,,,39.468787,-108.078284,,,,,,
112,div_0112_irrigation,cms,co,cms_co_coryell_ditch,irrigation,98,,CDSS,,,3900539,,,,,39.596535,-107.55734,,,,,,
113,div_0113_irrigation,cms,co,cms_co_coryell_joint_stock_irri,irrigation,98,,CDSS,,,3900540,,,,,39.652209,-107.499851,,,,,,
114,div_0114_irrigation,cms,co,cms_co_cottonwood_branch_pl,irrigation,131,,CDSS,,,7200583,,,,,39.125523,-107.967302,,,diverted water stored in offstream reservoir (likely Jerry Creek Reservoir or Vega Reservoir) before application to irrigated lands. Part of Collbran Project. May also carry water to Molina Power Plant,,,
115,div_0115_irrigation,cms,co,cms_co_cow_creek_ditch,irrigation,107,,CDSS,,,4000918,,,,,38.925516,-107.793397,,,,,,
116,div_0116_irrigation,cms,co,cms_co_cox_and_mcconnell_ditch,irrigation,102,,CDSS,,,2800536,,,,,38.439811,-106.575826,,,,,,
117,div_0117_irrigation,cms,co,cms_co_coyote_ditch,irrigation,130,,CDSS,,,4001105,,,,,38.98304,-107.389591,,,,,,
118,div_0118_irrigation,cms,co,cms_co_crane_and_peebles_ditch,irrigation,93,,CDSS,,,3800618,,,,,39.414734,-107.218828,,,,,,
119,div_0119_irrigation,cms,co,cms_co_crarys_los_pinos_ditch,irrigation,129,,CDSS,,,2800539,,,,,38.228276,-106.774418,,,,,,
120,div_0120_irrigation,cms,co,cms_co_craver_ditch,irrigation,116,,CDSS,,,6000569,,,,,37.947573,-108.451213,,,,,,
121,div_0121_irrigation,cms,co,cms_co_crawford_clipper_ditch,irrigation,107,,CDSS,,,4000500,,,,,38.706566,-107.591472,,,,,,
122,div_0122_irrigation,cms,co,cms_co_creamery_ditch,irrigation,126,,CDSS,,,3700560,,,,,39.615491,-106.614865,,,,,,
123,div_0123_irrigation,cms,co,cms_co_creek_and_newman_ditch,irrigation,98,,CDSS,,,7000530,,,,,39.435757,-108.288622,,,,,,
124,div_0124_irrigation,cms,co,cms_co_cronenberg_ditch,irrigation,109,,CDSS,,,6800538,,,,,38.037252,-107.861724,,,,,,
125,div_0125_irrigation,cms,co,cms_co_crooked_creek_ditch_no_1,irrigation,122,,CDSS,,,5100594,,,,,39.947683,-105.87811,,,,,,
126,div_0126_irrigation,cms,co,cms_co_crystal_valley_ditch,irrigation,105,,CDSS,,,4000533,,,,,38.553574,-107.500622,,,,,,
127,div_0127_irrigation,cms,co,cms_co_cunningham_ditch,irrigation,101,,CDSS,,,5900542,,,,,38.695402,-107.064566,,,,,,
128,div_0128_irrigation,cms,co,cms_co_cunningham_wastewater_d,irrigation,101,,CDSS,,,5900847,,,,,38.599801,-106.917798,,,,,,
129,div_0129_irrigation,cms,co,cms_co_currant_creek_ditch,irrigation,107,,CDSS,,,4000919,,,,,38.917632,-107.795324,,,,,,
130,div_0130_irrigation,cms,co,cms_co_cutjo_ditch,irrigation,102,,CDSS,,,2800542,,,,,38.562615,-106.63061,,,,,,
131,div_0131_irrigation,cms,co,cms_co_daggett_and_parker_ditch,irrigation,127,,CDSS,,,3700561,,,,,39.595286,-106.96969,,,,,,
132,div_0132_irrigation,cms,co,cms_co_daisy_ditch,irrigation,107,,CDSS,,,4000536,,,,,38.714341,-107.559611,,,,,,
133,div_0133_irrigation,cms,co,cms_co_dallas_ditch,irrigation,109,,CDSS,,,6800543,,,,,38.135115,-107.816811,,,,,,
134,div_0134_irrigation,cms,co,cms_co_davenport_ditch,irrigation,98,,CDSS,,,3900546,,,,,39.587659,-108.108317,,,,,,
135,div_0135_irrigation,cms,co,cms_co_davie_ditch,irrigation,98,,CDSS,,,3900547,,,,,39.626524,-107.757663,,,,,,
136,div_0136_irrigation,cms,co,cms_co_davis_brothers_ditch,irrigation,111,,CDSS,,,4001428,,,,,38.469974,-108.422554,,,,,,
137,div_0137_irrigation,cms,co,cms_co_dean_irrigating_ditch,irrigation,105,,CDSS,,,5900544,,,,,38.542162,-107.049437,,,,,,
138,div_0138_irrigation,cms,co,cms_co_deberard_ditch_overflow_system,irrigation,122,,CDSS,,,5000734,,,,,40.062842,-106.393737,,,"start of record in CDSS is 1996, but water rights associated with this diversion are quite old. Assuming diversion was active throughout entire model period ",,,
139,div_0139_irrigation,cms,co,cms_co_derby_ditch,irrigation,127,,CDSS,,,5300555,,,,,39.942839,-107.066632,,,,,,
140,div_0140_irrigation,cms,co,cms_co_desert_ditch,irrigation,93,,CDSS,,,3800639,,,,,39.24544,-107.036757,,,,,,
141,div_0141_irrigation,cms,co,cms_co_deweese_ditch,irrigation,98,,CDSS,,,3900548,,,,,39.644328,-107.446499,,,,,,
142,div_0142_irrigation,cms,co,cms_co_dillsworth_ditch,irrigation,100,,CDSS,,,5900546,,,,,38.837406,-106.938435,,,,,,
143,div_0143_irrigation,cms,co,cms_co_disappointment_ditch,irrigation,114,,CDSS,,,6900503,,,,,37.908539,-108.647185,,,,,,
144,div_0144_irrigation,cms,co,cms_co_ditch_no_3_ditch,irrigation,130,,CDSS,,,4001115,,,,,39.125983,-107.422975,,,,,,
145,div_0145_irrigation,cms,co,cms_co_divide_creek_highline_d,irrigation,98,,CDSS,,,4500576,,,,,39.34696,-107.588777,,,,,,
146,div_0146_irrigation,cms,co,cms_co_doc_wade_ditch,irrigation,109,,CDSS,,,6800559,,,,,38.095954,-107.813596,,,,,,
147,div_0147_irrigation,cms,co,cms_co_dolores_tunnel,irrigation,134;137;138,-996,CDSS,,,7104675,,,,,37.477114,-108.541475,,,"Major structure associated with Dolores Project. Transbasin water directly applied to irrigated lands. Start date listed as 1/1/1985, since tunnel began operation in 1985 (https://www.usbr.gov/projects/pdf.php?id=113)",1/1/1985,,
148,div_0148_irrigation,cms,co,cms_co_dow_ditch,irrigation,98,,CDSS,,,4500572,,,,,39.508305,-107.518885,,,,,,
149,div_0149_irrigation,cms,co,cms_co_duber_ditch,irrigation,102,,CDSS,,,2800548,,,,,38.436282,-106.762772,,,,,,
150,div_0150_irrigation,cms,co,cms_co_dunn_and_watters_ditch,irrigation,102,,CDSS,,,2800550,,,,,38.416155,-106.51574,,,,,,
151,div_0151_irrigation,cms,co,cms_co_durkee_ditch,irrigation,107,,CDSS,,,4000797,,,,,38.884931,-107.846638,,,,,,
152,div_0152_irrigation,cms,co,cms_co_dyer_fork_ditch,irrigation,105,,CDSS,,,4000543,,,,,38.569298,-107.489989,,,,,,
153,div_0153_irrigation,cms,co,cms_co_dyke_creek_ditch,irrigation,130,,CDSS,,,4001121,,,,,39.115207,-107.573389,,,,,,
154,div_0154_irrigation,cms,co,cms_co_eagle_ditch_1,irrigation,107,,CDSS,,,4000703,,,,,38.949425,-108.035714,,,,,,
155,div_0155_irrigation,cms,co,cms_co_eagle_ditch_2,irrigation,115,,CDSS,,,6000583,,,,,38.07014,-107.904993,,,,,,
156,div_0156_irrigation,cms,co,cms_co_east_canal,irrigation,110,,CDSS,,,4100520,,,,,38.590558,-107.978401,,,,,,
157,div_0157_irrigation,cms,co,cms_co_east_divide_creek_ditch,irrigation,98,,CDSS,,,4500584,,,,,39.444091,-107.603829,,,,,,
158,div_0158_irrigation,cms,co,cms_co_east_krueger_ditch,irrigation,102,,CDSS,,,2800551,,,,,38.436737,-106.762486,,,,,,
159,div_0159_irrigation,cms,co,cms_co_east_mesa_ditch,irrigation,93,,CDSS,,,3800651,,,,,39.293953,-107.215531,,,,,,
160,div_0160_irrigation,cms,co,cms_co_east_river_no_1_ditch,irrigation,100,,CDSS,,,5900549,,,,,38.778782,-106.870484,,,,,,
161,div_0161_irrigation,cms,co,cms_co_east_river_no_2_ditch,irrigation,100,,CDSS,,,5900550,,,,,38.838585,-106.914469,,,,,,
162,div_0162_municipal,cms,co,cms_co_east_snowmass_brush_c_pl,municipal,N/A,,CDSS,,,3801441,,,,,39.18949,-106.985552,,,,,,
163,div_0163_irrigation,cms,co,cms_co_easton_ditch,irrigation,116,,CDSS,,,6000585,,,,,38.269373,-108.246088,,,,,,
164,div_0164_irrigation,cms,co,cms_co_ed_ward_ditch,irrigation,75,,CDSS,,,3600603,,,,,39.702608,-106.106556,,,,,,
165,div_0165_irrigation,cms,co,cms_co_eli_cerise_ditch,irrigation,93,,CDSS,,,3800659,,,,,39.290885,-106.910288,,,,,,
166,div_0166_irrigation,cms,co,cms_co_elk_creek_ditch_1,irrigation,93,,CDSS,,,3800660,,,,,39.225337,-107.018244,,,,,,
167,div_0167_irrigation,cms,co,cms_co_elk_creek_ditch_2,irrigation,115,,CDSS,,,6000588,,,,,37.88432,-108.021734,,,,,,
168,div_0168_irrigation,cms,co,cms_co_elk_horn_stomp_ditch,irrigation,130,,CDSS,,,4001126,,,,,38.99497,-107.289384,,,,,,
169,div_0169_irrigation,cms,co,cms_co_ella_ditch,irrigation,93,,CDSS,,,3800663,,,,,39.339813,-107.207847,,,,,,
170,div_0170_intrabasin,cms,co,cms_co_elliott_creek_feeder,intrabasin,1143,,CDSS,,,3600606,,,,,39.876806,-106.341926,39.875424,-106.329262,,,,1999;2000;2001;2002
171,div_0171_irrigation,cms,co,cms_co_elsen_cochetopa_ditch,irrigation,102,,CDSS,,,2800553,,,,,38.509862,-106.778029,,,,,,
172,div_0172_irrigation,cms,co,cms_co_elsen_vader_ditch,irrigation,102,,CDSS,,,2800554,,,,,38.50511,-106.750711,,,,,,
173,div_0173_irrigation,cms,co,cms_co_elze_webber_ditch,irrigation,101,,CDSS,,,5900554,,,,,38.768777,-107.097767,,,,,,
174,div_0174_irrigation,cms,co,cms_co_ernest_vouga_ditch,irrigation,102,,CDSS,,,2800781,,,,,38.356368,-106.664849,,,,,,
175,div_0175_irrigation,cms,co,cms_co_eureka_no_1_ditch,irrigation,93,,CDSS,,,3800667,,,,,39.468412,-107.073374,,,,,,
176,div_0176_irrigation,cms,co,cms_co_everlasting_ditch,irrigation,111,,CDSS,,,4001435,,,,,38.511241,-108.361726,,,,,,
177,div_0177_interbasin,cms,co,cms_co_ewing_ditch,interbasin,N/A,-1,CDSS,,,3704642,,,,,39.365157,-106.292021,,,,,,
178,div_0178_irrigation,cms,co,cms_co_farris_south_side_ditch,irrigation,122,,CDSS,,,5100629,,,,,40.061009,-106.21494,,,,,,
179,div_0179_irrigation,cms,co,cms_co_field_and_vader_ditch,irrigation,102,,CDSS,,,2800557,,,,,38.530478,-106.662235,,,,,,
180,div_0180_irrigation,cms,co,cms_co_filmore_ditch,irrigation,130,,CDSS,,,4001132,,,,,38.992002,-107.293283,,,,,,
181,div_0181_irrigation,cms,co,cms_co_fire_mountain_canal,irrigation,107,,CDSS,,,4001133,,,,,38.927269,-107.478171,,,,,,
182,div_0182_irrigation,cms,co,cms_co_fisher_ditch_enlargement,irrigation,100,,CDSS,,,5900556,,,,,38.731446,-106.858837,,,,,,
183,div_0183_irrigation,cms,co,cms_co_flick_ditch,irrigation,102,,CDSS,,,2800558,,,,,38.566184,-106.626054,,,,,,
184,div_0184_irrigation,cms,co,cms_co_forrest_ditch,irrigation,107,,CDSS,,,4000758,,,,,38.873405,-107.939091,,,,,,
185,div_0185_irrigation,cms,co,cms_co_foster_ditch_no_1,irrigation,105,,CDSS,,,6200602,,,,,38.258674,-107.075753,,,,,,
186,div_0186_irrigation,cms,co,cms_co_four_mile_ditch,irrigation,93,,CDSS,,,3800688,,,,,39.480204,-107.317203,,,,,,
187,div_0187_irrigation,cms,co,cms_co_frank_adams_d_no_2,irrigation,105,,CDSS,,,6200605,,,,,38.518914,-106.98566,,,,,,
188,div_0188_irrigation,cms,co,cms_co_frank_adams_no_1_ditch,irrigation,105,,CDSS,,,5900558,,,,,38.518857,-106.97303,,,,,,
189,div_0189_interbasin,cms,co,cms_co_fraser_river_diversion_project_vasquez_creek,interbasin,N/A,-1,CDSS,,,5101310,,,,,39.865505,-105.820273,,,diverts natural flows in Vasquez Creek AND rediverts water imported from Williams Fork Basin. Delivers water directly to Moffat Water Tunnel where it is exported across continental divide.,1/1/2011,,
190,div_0190_intrabasin,cms,co,cms_co_fruitland_canal,intrabasin,1881,,CDSS,,,4000549,,,,,38.553484,-107.522408,38.600617,-107.574385,feeds Gould Reservoir; likely irrigation storage,,,
191,div_0191_interbasin,cms,co,cms_co_fry_ark_pr_boustead_tunnel,interbasin,N/A,-1,CDSS,,,3804625,,,,,39.244401,-106.530537,,,"main structure associated with Fry-Ark project. This tunnel exports all diverted Fry-Ark project water out of the UCRB. Smaller structures that feed this tunnel have limited time series records, but are provided in ""ucrb_diversions_no_records.csv""",,,
192,div_0192_irrigation,cms,co,cms_co_galbraith_ditch,irrigation,131,,CDSS,,,7200628,,,,,39.225382,-107.813941,,,,,,
193,div_0193_irrigation,cms,co,cms_co_galloway_ditch,irrigation,114,,CDSS,,,6100502,,,,,38.331759,-108.900485,,,,,,
194,div_0194_irrigation,cms,co,cms_co_garden_ditch,irrigation,101,,CDSS,,,5900560,,,,,38.595284,-106.904198,,,,,,
195,div_0195_irrigation,cms,co,cms_co_garnet_ditch,irrigation,110,,CDSS,,,4100527,,,,,38.664208,-108.004801,,,,,,
196,div_0196_irrigation,cms,co,cms_co_george_andrews_no_1_d,irrigation,105,,CDSS,,,6200612,,,,,38.518914,-106.98566,,,,,,
197,div_0197_irrigation,cms,co,cms_co_george_kapushion_ditch,irrigation,100,,CDSS,,,5900912,,,,,38.888979,-106.995798,,,,,,
198,div_0198_irrigation,cms,co,cms_co_gilbertson_no_1_ditch,irrigation,102,,CDSS,,,2800564,,,,,38.398981,-106.493852,,,,,,
199,div_0199_irrigation,cms,co,cms_co_gleason_irrigating_ditch,irrigation,101,,CDSS,,,5900563,,,,,38.632694,-106.944855,,,,,,
200,div_0200_irrigation,cms,co,cms_co_glencoe_ditch,irrigation,116,,CDSS,,,6000607,,,,,38.355636,-108.331697,,,,,,
201,div_0201_irrigation,cms,co,cms_co_glenwood_ditch,irrigation,93,,CDSS,,,3800712,,,,,39.417669,-107.232604,,,,,,
202,div_0202_municipal,cms,co,cms_co_glenwood_l_wtr_co_sys_grizzly,municipal,N/A,,CDSS,,,5301051,,,,,39.60923,-107.271278,,,,,,
203,div_0203_municipal,cms,co,cms_co_glenwood_l_wtr_co_sys_no_name,municipal,N/A,,CDSS,,,5300585,,,,,39.569685,-107.292558,,,,,,
204,div_0204_irrigation,cms,co,cms_co_golden_age_ditch,irrigation,131,,CDSS,,,7200643,,,,,39.179755,-107.951017,,,,,,
205,div_0205_irrigation,cms,co,cms_co_goodrich_ditch,irrigation,102,,CDSS,,,2800566,,,,,38.464841,-106.645286,,,,,,
206,div_0206_irrigation,cms,co,cms_co_goodwin_and_wright_ditch,irrigation,102;105,,CDSS,,,2800567,,,,,38.534339,-106.924834,,,,,,
207,div_0207_irrigation,cms,co,cms_co_goodwin_knox_ditch,irrigation,105,,CDSS,,,5900564,,,,,38.529618,-106.95684,,,,,,
208,div_0208_irrigation,cms,co,cms_co_gooseberry_mesa_irg_d,irrigation,101,,CDSS,,,5900566,,,,,38.654325,-106.955897,,,,,,
209,div_0209_irrigation,cms,co,cms_co_gove_ditch,irrigation,107,,CDSS,,,4000554,,,,,38.757523,-107.524527,,,,,,
210,div_0210_irrigation,cms,co,cms_co_government_ditch,irrigation,129,,CDSS,,,2800568,,,,,38.199646,-106.819812,,,,,,
211,div_0211_irrigation,cms,co,cms_co_grace_and_shehi_ditch,irrigation,93,,CDSS,,,3800715,,,,,39.346423,-107.013357,,,,,,
212,div_0212_irrigation,cms,co,cms_co_granby_ditch_fr_ward_cr,irrigation,107,,CDSS,,,4000713,,,,,38.961992,-107.973814,,,,,,
213,div_0213_municipal,cms,co,cms_co_grand_jct_colo_r_pl,municipal,N/A,,CDSS,,,7200644,,,,,39.127624,-108.325973,,,,,,
214,div_0214_municipal,cms,co,cms_co_grand_junction_gunnison_river_pipeline,municipal,N/A,,CDSS,,,4200520,,,,,39.028311,-108.563554,,,,,,
215,div_0215_interbasin,cms,co,cms_co_grand_river_ditch,interbasin,N/A,-1,CDSS,,,5104601,,,,,40.476503,-105.822932,,,This is a very long collection ditch that collects water off the Never Summer Mountains. Point of diversion is simulated as the start of the Colorado River due to extent of collection ditch (collects snowmelt runnoff from large portion of south slope of mountain range),,,
216,div_0216_irrigation,cms,co,cms_co_grand_tunnel_ditch,irrigation,98,,CDSS,,,3900574,,,,,39.59676,-107.765657,,,,,,
217,div_0217_irrigation,cms,co,cms_co_grand_valley_canal,irrigation,112,,CDSS,,,7200645,,,,,39.101364,-108.350229,,,,,,
218,div_0218_irrigation,cms,co,cms_co_grand_valley_project,irrigation,112,,CDSS,,,7200646,,,,,39.188803,-108.282626,,,"Main structure that heads on Colorado River is Government Highline Canal. Orchard Mesa Canal, another major canal, heads on Government Highline Canal slightly downstream of POD, but Orchard Mesa is not included since flows should be reflected in Grand Valley records.",,,
219,div_0219_irrigation,cms,co,cms_co_grandview_canal,irrigation,107,,CDSS,,,4000503,,,,,38.700868,-107.605454,,,,,,
220,div_0220_irrigation,cms,co,cms_co_granlee_ditch,irrigation,98,,CDSS,,,3900562,,,,,39.561707,-108.114012,,,,,,
221,div_0221_irrigation,cms,co,cms_co_grass_valley_canal,irrigation,98,,CDSS,,,3900563,,,,,39.675752,-107.698383,,,"primarily feeds Grass Valley Reservoir and also delivers water to irrigated lands along the canal. No stream segment associated with grass valley reservoir. Water stored in grass valley reservoir prior to irrigation. Has monthly records for all of model period, but lacks daily diversion records for some years",,,
222,div_0222_irrigation,cms,co,cms_co_grass_valley_reservoir,irrigation,98,,CDSS,,,3903505,,,,,39.60584,-107.660821,,,,,,
223,div_0223_irrigation,cms,co,cms_co_great_cut_dike,irrigation,134;137,-999,CDSS,,,7104676,,,,,37.510642,-108.586669,,,"Major structure associated with Dolores Project. Transbasin water directly applied to irrigated lands. Start date listed as 1/1/1986, since tunnel began operation in 1986 (https://www.usbr.gov/projects/pdf.php?id=113)",1/1/1986,,
224,div_0224_irrigation,cms,co,cms_co_green_meadow_ditch,irrigation,93,,CDSS,,,3800720,,,,,39.245678,-107.037054,,,,,,
