shortID,siteID,basin,state,siteName,siteUse,destinationCode,destinationFlag,dataSource,usbrID,usgsID,cdssID,wyseoID,utdwrID,nmoseID,historicalRecord,decLat,decLong,dest_decLat,dest_decLong,notes,startDate,endDate,no_fill_years
225,div_0225_irrigation,cms,co,cms_co_green_mountain_canal,irrigation,75,,CDSS,,,3600642,,,,,39.777168,-106.158847,,,,,,
226,div_0226_irrigation,cms,co,cms_co_griffing_no_1_ditch,irrigation,102,,CDSS,,,2800571,,,,,38.526562,-106.841956,,,,,,
227,div_0227_irrigation,cms,co,cms_co_griffith_ditch,irrigation,82,,CDSS,,,5100686,,,,,40.0836,-105.945877,,,,,,
228,div_0228_irrigation,cms,co,cms_co_grove_cr_ditch_co_no_1_d,irrigation,131,,CDSS,,,7200649,,,,,39.185197,-107.90404,,,,,,
229,div_0229_irrigation,cms,co,cms_co_guenther_no_1_ditch,irrigation,102,,CDSS,,,2800573,,,,,38.466546,-106.763096,,,,,,
230,div_0230_irrigation,cms,co,cms_co_guenther_no_2_ditch,irrigation,102,,CDSS,,,2800574,,,,,38.476806,-106.763312,,,,,,
231,div_0231_irrigation,cms,co,cms_co_gullett_tomichi_irg_d,irrigation,102,,CDSS,,,2800576,,,,,38.540806,-106.877829,,,,,,
232,div_0232_irrigation,cms,co,cms_co_gunderson_carter_ditch,irrigation,131,,CDSS,,,7200652,,,,,39.274641,-107.756034,,,,,,
233,div_0233_irrigation,cms,co,cms_co_gunnison_&_ohio_creek_canal,irrigation,101,,CDSS,,,5900569,,,,,38.616512,-106.875839,,,,,,
234,div_0234_irrigation,cms,co,cms_co_gunnison_r_ohio_cr_irg_d,irrigation,101,,CDSS,,,5900570,,,,,38.652816,-106.860618,,,,,,
235,div_0235_irrigation,cms,co,cms_co_gunnison_town_ditch,irrigation,101,,CDSS,,,5900572,,,,,38.584061,-106.916036,,,,,,
236,div_0236_irrigation,cms,co,cms_co_guthrie_thomas_ditch,irrigation,75,,CDSS,,,3600645,,,,,39.83886,-106.350303,,,,,,
237,div_0237_irrigation,cms,co,cms_co_gutzler_ditch,irrigation,127,,CDSS,,,5200559,,,,,39.908062,-106.475294,,,,,,
238,div_0238_irrigation,cms,co,cms_co_h_and_s_ditch,irrigation,98,,CDSS,,,4500616,,,,,39.475637,-107.9093,,,,,,
239,div_0239_irrigation,cms,co,cms_co_h_m_s_relocated_ditch,irrigation,127,,CDSS,,,5300767,,,,,39.800318,-107.159066,,,,,,
240,div_0240_irrigation,cms,co,cms_co_h_o_r_ditch,irrigation,127,,CDSS,,,3700655,,,,,39.574188,-106.959442,,,,,,
241,div_0241_irrigation,cms,co,cms_co_h_v_c_and_s_ditch,irrigation,98,,CDSS,,,7000550,,,,,39.488786,-108.349758,,,,,,
242,div_0242_irrigation,cms,co,cms_co_halley_ditch,irrigation,111,,CDSS,,,4001436,,,,,38.681545,-108.126909,,,,,,
243,div_0243_irrigation,cms,co,cms_co_hamilton_davidson_ditch,irrigation,75,,CDSS,,,3600649,,,,,39.772571,-106.178713,,,no reliable records from 2011-2015. Diversions simulated with averages for these years,,,
244,div_0244_irrigation,cms,co,cms_co_hammond_no_1_ditch,irrigation,82,,CDSS,,,5100699,,,,,39.952086,-105.814364,,,,,,
245,div_0245_irrigation,cms,co,cms_co_hammond_no_2_ditch,irrigation,122,,CDSS,,,5100700,,,,,39.949521,-105.822856,,,,,,
246,div_0246_irrigation,cms,co,cms_co_hannah_j_winters_no_2d,irrigation,102,,CDSS,,,2800577,,,,,38.490584,-106.702445,,,,,,
247,div_0247_irrigation,cms,co,cms_co_hardscrabble_ditch,irrigation,122,,CDSS,,,5000574,,,,,40.16345,-106.491894,,,,,,
248,div_0248_irrigation,cms,co,cms_co_harris_&_reed_ditch,irrigation,93,,CDSS,,,3800740,,,,,39.374945,-107.084605,,,,,,
249,div_0249_irrigation,cms,co,cms_co_harris_bohm_potato_ditch,irrigation,101,,CDSS,,,5900578,,,,,38.639738,-106.945023,,,,,,
250,div_0250_irrigation,cms,co,cms_co_harris_ditch,irrigation,129,,CDSS,,,2800578,,,,,38.281463,-106.761228,,,,,,
251,div_0251_irrigation,cms,co,cms_co_hartland_ditch,irrigation,107;111,,CDSS,,,4000879,,,,,38.769088,-108.041835,,,,,,
252,div_0252_irrigation,cms,co,cms_co_hartman_mcintyre_ditch,irrigation,107,,CDSS,,,4000557,,,,,38.6317,-107.554382,,,,,,
253,div_0253_irrigation,cms,co,cms_co_hartman_waste_wtr_irg_d,irrigation,102;105,,CDSS,,,2800579,,,,,38.538928,-106.915428,,,,,,
254,div_0254_irrigation,cms,co,cms_co_hawes_bergen_gilbertson,irrigation,102,,CDSS,,,2800580,,,,,38.401167,-106.498386,,,,,,
255,div_0255_irrigation,cms,co,cms_co_hawkins_ditch,irrigation,111,,CDSS,,,4001437,,,,,38.51143,-108.361104,,,,,,
256,div_0256_irrigation,cms,co,cms_co_haypark_canal_hgt_no_1,irrigation,122,,CDSS,,,5000576,,,,,40.172719,-106.260008,,,,,,2004;2010;2011;2012;2013;2014;2015
257,div_0257_irrigation,cms,co,cms_co_hazard_ditch,irrigation,129,,CDSS,,,2800581,,,,,38.249037,-106.759587,,,,,,
258,div_0258_irrigation,cms,co,cms_co_head_and_cortay_no_3_d,irrigation,102,,CDSS,,,2800582,,,,,38.517124,-106.785216,,,,,,
259,div_0259_irrigation,cms,co,cms_co_head_and_cortay_no_4_d,irrigation,102,,CDSS,,,2800583,,,,,38.521623,-106.792118,,,,,,
260,div_0260_industrial,cms,co,cms_co_henderson_mine_water_system,industrial,121,,CDSS,,,5101070,,,,,39.843359,-106.08186,,,,,,
261,div_0261_irrigation,cms,co,cms_co_henry_purrier_ohio_cr_d,irrigation,101,,CDSS,,,5900580,,,,,38.662541,-106.97145,,,,,,
262,div_0262_irrigation,cms,co,cms_co_henry_trenchard_ditch,irrigation,109,,CDSS,,,6800603,,,,,38.146891,-107.813077,,,,,,
263,div_0263_irrigation,cms,co,cms_co_herde_ditch,irrigation,122,,CDSS,,,5000582,,,,,40.163123,-106.466699,,,,,,
264,div_0264_irrigation,cms,co,cms_co_herrick_ditch,irrigation,93,,CDSS,,,3800749,,,,,39.142621,-106.894552,,,,,,
265,div_0265_irrigation,cms,co,cms_co_hieland_ditch,irrigation,109;110,,CDSS,,,6800604,,,,,38.325107,-107.777639,,,,,,
266,div_0266_irrigation,cms,co,cms_co_high_miller_ditch,irrigation,75,,CDSS,,,3600660,,,,,39.795954,-106.163356,,,,,,
267,div_0267_irrigation,cms,co,cms_co_highland_ditch,irrigation,99,,CDSS,,,5900584,,,,,38.761931,-106.662552,,,,,,
268,div_0268_irrigation,cms,co,cms_co_highline_canal,irrigation,116,,CDSS,,,6000633,,,,,38.228801,-108.35912,,,,,,
269,div_0269_irrigation,cms,co,cms_co_highline_ditch_1,irrigation,75,,CDSS,,,3600658,,,,,39.652806,-106.104165,,,,,,
270,div_0270_irrigation,cms,co,cms_co_highline_ditch_2,irrigation,107,,CDSS,,,4000923,,,,,38.896575,-107.795052,,,,,,
271,div_0271_irrigation,cms,co,cms_co_highline_ditch_3,irrigation,101,,CDSS,,,5900585,,,,,38.753816,-107.094867,,,,,,
272,div_0272_irrigation,cms,co,cms_co_highwater_ditch,irrigation,127,,CDSS,,,5300621,,,,,40.033126,-106.923248,,,,,,
273,div_0273_irrigation,cms,co,cms_co_hildebrand_no_2_ditch,irrigation,101,,CDSS,,,5900587,,,,,38.632869,-106.94463,,,,,,
274,div_0274_irrigation,cms,co,cms_co_hinkle_hamilton_ditch,irrigation,101,,CDSS,,,5900588,,,,,38.700297,-106.99859,,,,,,
275,div_0275_irrigation,cms,co,cms_co_hinkle_irg_ditch,irrigation,101,,CDSS,,,5900589,,,,,38.701081,-106.998025,,,,,,
276,div_0276_irrigation,cms,co,cms_co_hirdman_ditch_no_3,irrigation,102,,CDSS,,,2800586,,,,,38.414579,-106.661271,,,,,,
277,div_0277_irrigation,cms,co,cms_co_hoagland_canal_elliot,irrigation,75,,CDSS,,,3600662,,,,,39.857663,-106.346416,,,,,,
278,div_0278_irrigation,cms,co,cms_co_hog_eye_ditch,irrigation,127,,CDSS,,,5200572,,,,,39.863914,-106.471881,,,,,,
279,div_0279_irrigation,cms,co,cms_co_hogback_ditch,irrigation,122,,CDSS,,,5000585,,,,,40.142085,-106.466129,,,,,,
280,div_0280_irrigation,cms,co,cms_co_holden_ditch,irrigation,93,,CDSS,,,3800755,,,,,39.185254,-106.835679,,,,,,
281,div_0281_irrigation,cms,co,cms_co_hollingsworth_ditch,irrigation,126,,CDSS,,,3700642,,,,,39.689742,-106.746049,,,,,,
282,div_0282_irrigation,cms,co,cms_co_holmes_ditch,irrigation,98,,CDSS,,,4500632,,,,,39.435268,-107.914427,,,,,,
283,div_0283_irrigation,cms,co,cms_co_home_ditch_ditch_no_182,irrigation,102,,CDSS,,,2800588,,,,,38.369297,-106.772615,,,,,,
284,div_0284_irrigation,cms,co,cms_co_home_ditch_ditch_no_81,irrigation,129,,CDSS,,,2800587,,,,,38.283653,-106.752146,,,,,,
285,div_0285_irrigation,cms,co,cms_co_home_supply_ditch,irrigation,93,,CDSS,,,3800757,,,,,39.357204,-107.026514,,,,,,
286,div_0286_interbasin,cms,co,cms_co_homestake_proj_tunnel,interbasin,N/A,-1,CDSS,,,3704614,,,,,39.356774,-106.466355,,,,,,
287,div_0287_irrigation,cms,co,cms_co_homestretch_ditch,irrigation,109;110,,CDSS,,,6800607,,,,,38.271536,-107.763024,,,,,,
288,div_0288_irrigation,cms,co,cms_co_hoosier_ditch,irrigation,131,,CDSS,,,7200703,,,,,39.262883,-107.887614,,,,,,
289,div_0289_irrigation,cms,co,cms_co_hoover_1,irrigation,102,,CDSS,,,2801152,,,,,38.357764,-106.551968,,,,,,
290,div_0290_irrigation,cms,co,cms_co_hoover_2,irrigation,102,,CDSS,,,2801153,,,,,38.360425,-106.551087,,,,,,
291,div_0291_irrigation,cms,co,cms_co_hope_resich_ditch,irrigation,101,,CDSS,,,5900591,,,,,38.757013,-107.02352,,,,,,
292,div_0292_irrigation,cms,co,cms_co_horseshoe_ditch_1,irrigation,106;107,,CDSS,,,4000683,,,,,38.92056,-107.916404,,,,,,
293,div_0293_irrigation,cms,co,cms_co_horseshoe_ditch_2,irrigation,114,,CDSS,,,6900510,,,,,37.946474,-108.709616,,,,,,
294,div_0294_irrigation,cms,co,cms_co_hosner_brownyard_ditch,irrigation,108,,CDSS,,,6800609,,,,,38.080326,-107.702494,,,,,,
295,div_0295_irrigation,cms,co,cms_co_hosner_rowell_ditch,irrigation,109,,CDSS,,,6800610,,,,,38.156691,-107.807943,,,,,,
296,div_0296_irrigation,cms,co,cms_co_hot_springs_no_1_ditch,irrigation,102,,CDSS,,,2800589,,,,,38.484888,-106.591654,,,,,,
297,div_0297_irrigation,cms,co,cms_co_hot_springs_no_2_ditch,irrigation,102,,CDSS,,,2800590,,,,,38.482809,-106.592158,,,,,,
298,div_0298_irrigation,cms,co,cms_co_howard_ditch,irrigation,126,,CDSS,,,3700658,,,,,39.637147,-106.546989,,,,,,
299,div_0299_irrigation,cms,co,cms_co_howe_&_sherwood_irr_d,irrigation,100,,CDSS,,,5900593,,,,,38.753456,-106.862999,,,,,,
300,div_0300_irrigation,cms,co,cms_co_hudson_&_sullivan_ditch,irrigation,98,,CDSS,,,4500635,,,,,39.518723,-107.543118,,,,,,
301,div_0301_irrigation,cms,co,cms_co_huff_and_dice_ditch,irrigation,102,,CDSS,,,2800591,,,,,38.541483,-106.651222,,,,,,
302,div_0302_irrigation,cms,co,cms_co_huntley_ditch,irrigation,98,,CDSS,,,4500638,,,,,39.440766,-107.98599,,,,,,
303,div_0303_irrigation,cms,co,cms_co_hyde_sneva_ditch,irrigation,108;109,,CDSS,,,6800613,,,,,38.171719,-107.783753,,,,,,
304,div_0304_irrigation,cms,co,cms_co_hyzer_ditch,irrigation,101,,CDSS,,,5900594,,,,,38.598713,-106.924234,,,,,,
305,div_0305_irrigation,cms,co,cms_co_hyzer_ketchum_ditch,irrigation,101,,CDSS,,,5900595,,,,,38.593069,-106.909042,,,,,,
306,div_0306_irrigation,cms,co,cms_co_hyzer_vidal_miller_d,irrigation,101,,CDSS,,,5900596,,,,,38.614636,-106.926405,,,,,,
307,div_0307_irrigation,cms,co,cms_co_imobersteg_ditch,irrigation,100,,CDSS,,,5900597,,,,,38.812331,-106.899381,,,,,,
308,div_0308_interbasin,cms,co,cms_co_ind_p_tm_dvr_tunnel_no_1,interbasin,N/A,-1,CDSS,,,3804617,,,,,39.078907,-106.613333,,,,,,
309,div_0309_irrigation,cms,co,cms_co_independent_blue_ditch,irrigation,75,,CDSS,,,3600671,,,,,39.736587,-106.13338,,,,,,
310,div_0310_irrigation,cms,co,cms_co_indian_creek_irr_ditch,irrigation,105,,CDSS,,,6200641,,,,,38.292724,-107.215767,,,,,,
311,div_0311_irrigation,cms,co,cms_co_ironstone_canal,irrigation,110,,CDSS,,,4100534,,,,,38.566238,-107.97323,,,,,,
312,div_0312_irrigation,cms,co,cms_co_irwin_ditch,irrigation,129,,CDSS,,,2800593,,,,,38.247088,-106.76578,,,,,,
313,div_0313_interbasin,cms,co,cms_co_ivanhoe_reservoir_tunnel,interbasin,N/A,-1,CDSS,,,3804613,,,,,39.264637,-106.499438,,,,,,
314,div_0314_irrigation,cms,co,cms_co_j_&_m_hughes_ditch,irrigation,115,,CDSS,,,6000650,,,,,37.878067,-108.073903,,,,,,
315,div_0315_irrigation,cms,co,cms_co_j_m_dodd_ditch,irrigation,126,,CDSS,,,3700571,,,,,39.627837,-106.61408,,,,,,
316,div_0316_irrigation,cms,co,cms_co_james_watt_ditch,irrigation,100,,CDSS,,,5900600,,,,,38.744625,-106.862999,,,,,,
317,div_0317_irrigation,cms,co,cms_co_jangle_ditch,irrigation,98,,CDSS,,,3900590,,,,,39.52904,-108.127254,,,,,,
318,div_0318_irrigation,cms,co,cms_co_jessie_ditch,irrigation,107,,CDSS,,,4000929,,,,,38.820354,-107.76794,,,,,,
319,div_0319_irrigation,cms,co,cms_co_joe_taylor_ditch,irrigation,98,,CDSS,,,4500648,,,,,39.503955,-107.51218,,,,,,
320,div_0320_irrigation,cms,co,cms_co_john_b_coats_no_1_ditch,irrigation,102,,CDSS,,,2800602,,,,,38.471641,-106.654132,,,,,,
321,div_0321_irrigation,cms,co,cms_co_john_b_coats_no_2_ditch,irrigation,102,,CDSS,,,2800601,,,,,38.471838,-106.654217,,,,,,
322,div_0322_irrigation,cms,co,cms_co_john_b_outcalt_no_1_d,irrigation,101,,CDSS,,,5900967,,,,,38.599474,-106.89642,,,,,,
323,div_0323_irrigation,cms,co,cms_co_john_b_outcalt_no_2_d,irrigation,101,,CDSS,,,5900602,,,,,38.611325,-106.880126,,,,,,
324,div_0324_irrigation,cms,co,cms_co_johnson_and_stuart_ditch,irrigation,131,,CDSS,,,7200721,,,,,39.205759,-107.970991,,,,,,
325,div_0325_irrigation,cms,co,cms_co_judy_north_high_line_d,irrigation,101,,CDSS,,,5900606,,,,,38.697003,-107.053976,,,,,,
326,div_0326_irrigation,cms,co,cms_co_juniata_ditch_1st_enl,irrigation,111,,CDSS,,,4200528,,,,,38.96137,-108.239268,,,also may carry some water to two reservoirs,,,
327,div_0327_irrigation,cms,co,cms_co_kaiser_and_sievers_ditch,irrigation,93,,CDSS,,,3801147,,,,,39.401305,-107.229434,,,,,,
328,div_0328_irrigation,cms,co,cms_co_kannah_creek_extension_ditch,irrigation,111,,CDSS,,,4200530,,,,,38.933517,-108.388201,,,,,,
329,div_0329_irrigation,cms,co,cms_co_kannah_creek_highline_d,irrigation,111,,CDSS,,,4200529,,,,,38.961426,-108.231089,,,,,,
330,div_0330_irrigation,cms,co,cms_co_kayser_ditch,irrigation,127,,CDSS,,,5300657,,,,,40.003032,-106.68763,,,,,,
331,div_0331_irrigation,cms,co,cms_co_kelmel_owens_no_1_ditch,irrigation,105,,CDSS,,,5900607,,,,,38.532128,-106.95225,,,,,,
332,div_0332_irrigation,cms,co,cms_co_kelmel_owens_no_2_ditch,irrigation,105,,CDSS,,,5900608,,,,,38.529467,-106.956698,,,,,,
333,div_0333_irrigation,cms,co,cms_co_kelso_ditch,irrigation,93,,CDSS,,,3800798,,,,,39.410539,-107.180078,,,,,,
334,div_0334_irrigation,cms,co,cms_co_kendall_no_3_ditch,irrigation,102,,CDSS,,,2800607,,,,,38.453859,-106.408174,,,,,,
335,div_0335_irrigation,cms,co,cms_co_kendall_no_4_ditch,irrigation,102,,CDSS,,,2800608,,,,,38.453009,-106.406954,,,,,,
336,div_0336_irrigation,cms,co,cms_co_kennedy_ditch_no_1,irrigation,102,,CDSS,,,2800806,,,,,38.413671,-106.661766,,,,,,
337,div_0337_irrigation,cms,co,cms_co_kennedy_ditch_no_2,irrigation,102,,CDSS,,,2800807,,,,,38.414794,-106.661333,,,,,,
338,div_0338_irrigation,cms,co,cms_co_kester_ditch,irrigation,93,,CDSS,,,3800800,,,,,39.334659,-106.990698,,,,,,
339,div_0339_irrigation,cms,co,cms_co_kiggins_goyn_ditch,irrigation,131,,CDSS,,,7200729,,,,,39.181964,-107.950936,,,,,,
340,div_0340_irrigation,cms,co,cms_co_kiggins_salisbury_ditch,irrigation,131,,CDSS,,,7200730,,,,,39.174698,-107.806131,,,,,,
341,div_0341_irrigation,cms,co,cms_co_king_ditch,irrigation,131,,CDSS,,,7200731,,,,,39.105161,-108.154923,,,,,,
342,div_0342_irrigation,cms,co,cms_co_kinney_barriger_ditch,irrigation,122,,CDSS,,,5100763,,,,,40.055343,-106.284175,,,,,,
343,div_0343_irrigation,cms,co,cms_co_kirkwood_ditch,irrigation,75,,CDSS,,,3600687,,,,,39.768842,-106.181311,,,,,,
344,div_0344_irrigation,cms,co,cms_co_kubiack_ditch,irrigation,100,,CDSS,,,5900609,,,,,38.764663,-106.86878,,,,,,
345,div_0345_irrigation,cms,co,cms_co_kurtz_ditch_no_2,irrigation,122,,CDSS,,,5000593,,,,,40.198787,-106.309976,,,,,,
346,div_0346_irrigation,cms,co,cms_co_lafayette_ditch,irrigation,100,,CDSS,,,5900613,,,,,38.853618,-106.91917,,,,,,
347,div_0347_irrigation,cms,co,cms_co_lake_fork_no_1_ditch,irrigation,103;105,,CDSS,,,6200653,,,,,38.29248,-107.238123,,,,,,
348,div_0348_irrigation,cms,co,cms_co_landslide_ditch,irrigation,122,,CDSS,,,5000598,,,,,40.157307,-106.283547,,,,,,
349,div_0349_irrigation,cms,co,cms_co_larkin_ditch,irrigation,98,,CDSS,,,4500861,,,,,39.331386,-108.204953,,,,,,
350,div_0350_irrigation,cms,co,cms_co_larson_brothers_ditch,irrigation,107,,CDSS,,,4000566,,,,,38.750224,-107.734693,,,,,,
351,div_0351_irrigation,cms,co,cms_co_last_chance_ditch,irrigation,98,,CDSS,,,4500668,,,,,39.538546,-107.646973,,,,,,
352,div_0352_irrigation,cms,co,cms_co_lee_creek_d_no_2,irrigation,130,,CDSS,,,4001168,,,,,39.111197,-107.342395,,,,,,
353,div_0353_irrigation,cms,co,cms_co_lehman_harris_ditch,irrigation,101,,CDSS,,,5900615,,,,,38.692464,-106.993428,,,,,,
354,div_0354_irrigation,cms,co,cms_co_leon_ditch,irrigation,131,,CDSS,,,7200744,,,,,39.203936,-107.823436,,,,,,
355,div_0355_intrabasin,cms,co,cms_co_leon_park_feeder_canal,intrabasin,1541,,CDSS,,,7200746,,,,,39.199939,-107.82074,39.217592,-107.811673,,,,
356,div_0356_intrabasin,cms,co,cms_co_leon_tunnel_canal,intrabasin,131,,CDSS,,,7204715,,,,,39.067776,-107.80665,39.064658,-107.807776,,,,
357,div_0357_irrigation,cms,co,cms_co_leopard_creek_ditch_1,irrigation,115,,CDSS,,,6000669,,,,,38.058521,-107.907724,,,,,,
358,div_0358_irrigation,cms,co,cms_co_leopard_creek_ditch_2,irrigation,109;115,,CDSS,,,6800636,,,,,38.056811,-107.894164,,,,,,
359,div_0359_irrigation,cms,co,cms_co_leroux_creek_ditch,irrigation,107,,CDSS,,,4000926,,,,,38.83009,-107.776046,,,,,,
360,div_0360_irrigation,cms,co,cms_co_lewis_sturgis_austin_ditch,irrigation,102,,CDSS,,,2800618,,,,,38.490953,-106.422884,,,,,,
361,div_0361_irrigation,cms,co,cms_co_lightley_d_&_linton_enlt,irrigation,101,,CDSS,,,5900616,,,,,38.645667,-106.865971,,,,,,
362,div_0362_irrigation,cms,co,cms_co_lignite_ditch,irrigation,93,,CDSS,,,3800822,,,,,39.420448,-107.305791,,,,,,
363,div_0363_irrigation,cms,co,cms_co_lilylands_canal,irrigation,116,,CDSS,,,6000670,,,,,37.915605,-108.337464,,,diverted water stored in offstream reservoir (Lily Lands Reservoir) prior to application to irrigated lands,,,
364,div_0364_irrigation,cms,co,cms_co_lion_basin_ditch,irrigation,127,,CDSS,,,5300678,,,,,39.900108,-107.094308,,,,,,
365,div_0365_irrigation,cms,co,cms_co_loback_ditch,irrigation,122,,CDSS,,,3600709,,,,,40.012809,-106.383603,,,,,,
366,div_0366_irrigation,cms,co,cms_co_lobdell_no_2_ditch,irrigation,102,,CDSS,,,2800622,,,,,38.500834,-106.732856,,,,,,
367,div_0367_irrigation,cms,co,cms_co_lockwood_mundell_ditch,irrigation,102,,CDSS,,,2800624,,,,,38.542224,-106.65047,,,,,,
368,div_0368_irrigation,cms,co,cms_co_lone_cabin_ditch,irrigation,107,,CDSS,,,4001012,,,,,38.817542,-107.502558,,,,,,
369,div_0369_irrigation,cms,co,cms_co_lone_cone_ditch,irrigation,116,,CDSS,,,6000672,,,,,37.934569,-108.270845,,,diverted water stored in offstream reservoir (Cone Reservoir) prior to application to irrigated lands,,,
370,div_0370_irrigation,cms,co,cms_co_lone_pine_ditch_1,irrigation,106;107,,CDSS,,,4000686,,,,,38.965212,-107.876,,,,,,
371,div_0371_irrigation,cms,co,cms_co_lone_pine_ditch_2,irrigation,101,,CDSS,,,5900617,,,,,38.678209,-106.98871,,,,,,
372,div_0372_irrigation,cms,co,cms_co_lone_pine_ditch_3,irrigation,105,,CDSS,,,6200661,,,,,38.372485,-107.162387,,,,,,
373,div_0373_irrigation,cms,co,cms_co_lone_rock_ditch,irrigation,107,,CDSS,,,4000568,,,,,38.720004,-107.548255,,,,,,
374,div_0374_irrigation,cms,co,cms_co_louis_ditch,irrigation,102,,CDSS,,,2800628,,,,,38.472134,-106.665755,,,,,,
375,div_0375_irrigation,cms,co,cms_co_louis_reynolds_ditch,irrigation,98,,CDSS,,,4500675,,,,,39.505237,-107.608506,,,,,,
376,div_0376_irrigation,cms,co,cms_co_louis_sarrasin_ditch,irrigation,102,,CDSS,,,2800629,,,,,38.485085,-106.691355,,,,,,
377,div_0377_irrigation,cms,co,cms_co_loutsenhizer_canal,irrigation,110,,CDSS,,,4100537,,,,,38.437548,-107.861902,,,,,,
378,div_0378_irrigation,cms,co,cms_co_love_and_white_ditch,irrigation,126,,CDSS,,,3700686,,,,,39.616161,-106.765143,,,,,,
379,div_0379_irrigation,cms,co,cms_co_low_cost_ditch,irrigation,98,,CDSS,,,3900610,,,,,39.519219,-108.131663,,,,,,
380,div_0380_irrigation,cms,co,cms_co_lower_cactus_valley_d,irrigation,98,,CDSS,,,3900612,,,,,39.550796,-107.571287,,,,,,
381,div_0381_irrigation,cms,co,cms_co_lower_ditch,irrigation,93,,CDSS,,,3800838,,,,,39.400741,-107.14641,,,,,,
382,div_0382_irrigation,cms,co,cms_co_lower_elk_creek_ditch,irrigation,115,,CDSS,,,6000678,,,,,37.910792,-108.021703,,,,,,
383,div_0383_irrigation,cms,co,cms_co_lowline_ditch,irrigation,93,,CDSS,,,3800840,,,,,39.326392,-107.209107,,,,,,
384,div_0384_irrigation,cms,co,cms_co_lyman_ditch,irrigation,121,,CDSS,,,5100788,,,,,39.939512,-106.136288,,,,,,
385,div_0385_irrigation,cms,co,cms_co_lyra_ditch,irrigation,110,,CDSS,,,4100538,,,,,38.645359,-108.048724,,,,,,
386,div_0386_irrigation,cms,co,cms_co_m_b_&_a_ditch,irrigation,105,,CDSS,,,6200670,,,,,38.283574,-107.106963,,,,,,
387,div_0387_irrigation,cms,co,cms_co_main_canal_no_2,irrigation,137;114,,CDSS,,,7104674,,,,,37.469,-108.528432,,,"Listed in CDSS as historic structure, records end near the time the Dolores project came online, so last day of record (10/31/1985) listed as endDate.",,10/31/1985,
388,div_0388_irrigation,cms,co,cms_co_mamm_creek_ditch,irrigation,98,,CDSS,,,4500685,,,,,39.420197,-107.701876,,,,,,
389,div_0389_municipal,cms,co,cms_co_maroon_ditch,municipal,N/A,,CDSS,,,3800854,,,,,39.163795,-106.880665,,,"municipal use for town of Aspen. Poor/confusing records. Comments in CDSS state water use from 1986-2002 is shown under Midland Ditch, however 2005 comment states previous comments were incorrect. Since municipal diversions occurred throughout entire model period, autofilling for all years lacking records was allowed despite confusing comments. ",,,
390,div_0390_irrigation,cms,co,cms_co_marshall_no_1_ditch,irrigation,101,,CDSS,,,5900622,,,,,38.627614,-106.865652,,,,,,
391,div_0391_irrigation,cms,co,cms_co_marshall_no_2_ditch,irrigation,101,,CDSS,,,5900623,,,,,38.617988,-106.874798,,,,,,
392,div_0392_irrigation,cms,co,cms_co_marston_ditch,irrigation,100;101,,CDSS,,,5900624,,,,,38.676514,-106.852185,,,,,,
393,div_0393_irrigation,cms,co,cms_co_martin_ditch,irrigation,109,,CDSS,,,6800647,,,,,38.195362,-107.674124,,,,,,
394,div_0394_irrigation,cms,co,cms_co_martin_no_1_ditch_south_fork_hgt,irrigation,122,,CDSS,,,5000601,,,,,40.353802,-106.572551,,,,,,
395,div_0395_irrigation,cms,co,cms_co_mary_ditch,irrigation,75,,CDSS,,,3600725,,,,,39.822724,-106.255635,,,,,,
396,div_0396_irrigation,cms,co,cms_co_mat_no_1_ditch,irrigation,75,,CDSS,,,3600728,,,,,39.827779,-106.25637,,,,,,
397,div_0397_irrigation,cms,co,cms_co_mat_no_2_ditch,irrigation,75,,CDSS,,,3600729,,,,,39.826886,-106.254811,,,,,,
398,div_0398_irrigation,cms,co,cms_co_mathews_ditch,irrigation,126,,CDSS,,,3700694,,,,,39.62678,-106.787713,,,,,,
399,div_0399_irrigation,cms,co,cms_co_maurin_ditch,irrigation,93,,CDSS,,,3800861,,,,,39.260867,-107.032985,,,,,,
400,div_0400_irrigation,cms,co,cms_co_may_bohm_&_enld_m_b_h_p,irrigation,101,,CDSS,,,5900625,,,,,38.663577,-106.972664,,,,,,
401,div_0401_irrigation,cms,co,cms_co_mayol_lateral_ditch,irrigation,109,,CDSS,,,6800652,,,,,38.128336,-107.82782,,,,,,
402,div_0402_irrigation,cms,co,cms_co_mayol_sisson_ditch,irrigation,109,,CDSS,,,6800653,,,,,38.128338,-107.827763,,,,,,
403,div_0403_irrigation,cms,co,cms_co_mccanne_2_ditch,irrigation,102,,CDSS,,,2800632,,,,,38.52273,-106.815006,,,,,,
404,div_0404_irrigation,cms,co,cms_co_mccanne_3_ditch,irrigation,102,,CDSS,,,2800633,,,,,38.52522,-106.825828,,,,,,
405,div_0405_irrigation,cms,co,cms_co_mccanne_no_1_ditch,irrigation,102,,CDSS,,,2800631,,,,,38.521491,-106.801291,,,,,,
406,div_0406_irrigation,cms,co,cms_co_mccolloch_scott_ditch,irrigation,116,,CDSS,,,6000684,,,,,37.896549,-108.140639,,,,,,
407,div_0407_irrigation,cms,co,cms_co_mccormick_ditch,irrigation,100,,CDSS,,,5900627,,,,,38.872955,-106.984884,,,,,,
408,div_0408_irrigation,cms,co,cms_co_mcdonald_ditch_no_145,irrigation,109;110,,CDSS,,,6800657,,,,,38.326602,-107.778039,,,,,,
