,Q_mmd,Q_cfs,gage,prcp,srad,swe,tmax,tmin,vp,eto,vpd
2000-04-26,0.5855771613209788,2.72,WINDESCO,0.0,595.5214424844113,254.91629599603476,12.499403139736998,0.05098688684589,611.9843174609913,3.754746949203758,0.6132135034389048
2000-04-27,0.5575900175813732,2.59,WINDESCO,0.0,661.4122540649668,253.53286590470867,12.103985439916574,-2.697336110927221,500.2984971598643,2.9806297593811104,0.4658720358393781
2000-04-28,0.5597428747921122,2.6,WINDESCO,0.0,728.9681946390491,252.07135518128655,17.461449197278174,-2.51976534199764,489.0473198847906,4.214410484536423,0.8306682501643833
2000-04-29,0.5726600180565455,2.66,WINDESCO,0.0,682.911793436981,249.91230307421736,15.812463737340364,-0.8648102196168698,566.3681998980135,4.116085589219981,0.8645079095582454
2000-04-30,0.5963414473746733,2.77,WINDESCO,3.5487197876141106,354.4934180807951,251.4500868661062,2.623616308282374,-6.260069059947179,387.2165586051651,2.686334960291186,0.3440345971850874
2000-05-01,0.5855771613209788,2.72,WINDESCO,2.1265148202907294,598.2284424375714,253.21690156198184,12.194437461034273,-6.900510637738773,364.4418473227258,3.7933358023132095,0.6009318533233315
2000-05-02,0.5575900175813732,2.59,WINDESCO,0.0,720.7292272174167,251.67202371527523,16.760972959572403,-2.323019325733185,501.14328911717456,4.145768824077787,0.8281316234376035
2000-05-03,0.5511314459491565,2.56,WINDESCO,0.0,694.7607836568658,249.1145324943969,17.567850411061666,0.087349897861131,599.5020643067079,4.696649769571749,1.0717101540131104
2000-05-04,0.5662014464243287,2.63,WINDESCO,0.0,683.1229647576519,245.77477863593452,19.105345089901217,1.953171146171022,680.4508930888152,5.149322752462245,1.1313933997503058
2000-05-05,0.6114114478498456,2.84,WINDESCO,0.0,626.1635063176651,241.10159112997428,19.984416977794844,5.127505229867022,863.0922431814167,6.012082351167256,1.2900672338188226
2000-05-06,0.643704306010929,2.99,WINDESCO,0.0,543.5763985664782,236.7342011482654,16.355662410385943,4.397912313725883,833.293754456535,5.3632001577368085,1.0852477381441654
2000-05-07,0.6759971641720124,3.14,WINDESCO,0.0,624.1630632125401,234.0989307063953,14.483971577335666,0.2762732816367744,624.2772446995031,4.453554362079207,0.8228298945004071
2000-05-08,0.7125957367545734,3.31,WINDESCO,9.138978566359944,196.53656014810355,232.507570054796,2.5499240738346782,-2.212339536620469,520.141551173745,2.5746881288853576,0.3652475433278856
