,Q_mmd,Q_cfs,gage,prcp,srad,swe,tmax,tmin,vp,eto,vpd
2000-04-17,0.057630702632854136,2.1,TROGARCO,0.0,653.0824500624377,205.12990438544443,15.1221615913522,-0.8556534536478144,433.3990304171695,3.711138611215687,0.5940334027268086
2000-04-18,0.09028810079147148,3.29,TROGARCO,0.0,664.3398673013459,204.37636156170336,11.648577717042398,-4.49054687276174,338.6384983521313,3.2737633647817903,0.4671531667285738
2000-04-19,0.07217559424971733,2.63,TROGARCO,1.0987388654933103,460.560593050474,205.26639914535727,3.749823877534521,-6.176966073511979,359.74565248611145,2.13861223745325,0.2308178813964822
2000-04-20,0.05845399838475205,2.13,TROGARCO,0.0,672.689349687745,204.8600443790894,11.388440794883868,-5.034651255051187,321.6228054575747,2.9919308158071583,0.4174053442394193
2000-04-21,0.07684093684380552,2.8,TROGARCO,0.0,656.3523326717558,203.75515682736133,12.369391027918365,-3.370168197412208,362.3670294092699,3.562560710367363,0.6367311047305622
2000-04-22,0.06915684315942497,2.52,TROGARCO,21.890403887901154,437.1587708057049,202.5404224316803,10.057861303915695,-3.106094675376938,442.4218544802546,3.2715686978248177,0.5332412847413306
2000-04-23,0.07738980067840413,2.82,TROGARCO,6.155121954334616,482.0835597788693,201.21242255946183,10.94483663562319,-2.840260676821124,450.3875449956223,2.72165444350778,0.3162734938180954
2000-04-24,0.14983982684542077,5.46,TROGARCO,0.0,624.6460025332142,200.6253838075935,9.512508088268934,-4.730342602593317,361.8320355877693,2.963348825426155,0.3563887612284775
2000-04-25,0.09906992214504926,3.61,TROGARCO,0.0,703.618497654164,200.4232518739082,12.645040952051753,-5.535201670114607,307.49539004569016,3.4570126912920327,0.5204194637528076
2000-04-26,0.08507389436278469,3.1,TROGARCO,0.0,664.5214855037873,198.2504914613401,15.559514774534996,-0.8274240400902974,409.7195790407153,4.018319968639728,0.6526939299415251
2000-04-27,0.08150627943789372,2.97,TROGARCO,0.0,734.9314396658747,196.8081651856436,18.048560168847068,-2.564792165710032,331.73884801423674,3.8239459262131454,0.684049428278315
2000-04-28,0.09358128379906315,3.41,TROGARCO,0.0,689.8747923514643,195.38147036419304,15.077067753629288,-2.603415225855004,357.335121705069,4.36464880637165,0.8224691373432639
2000-04-29,0.09742333064125343,3.55,TROGARCO,2.9213940952381634,486.9250335464912,193.92224804950877,13.591357143625505,-2.5252082738882637,441.9422169317919,3.993320185988024,0.6904617781184516
2000-04-30,0.0960511710547569,3.5,TROGARCO,0.0,510.5999288312875,193.12762501765735,6.920836160656427,-4.227932618106318,404.85173952882894,1.9974755249323688,0.1665460736799586
2000-05-01,0.1059307200775319,3.86,TROGARCO,0.0,714.4745622588694,192.8113361645878,13.642834426484296,-5.456480859481832,288.49932904934263,3.49425121798278,0.4967798543364819
2000-05-02,0.09989321789694719,3.64,TROGARCO,0.0,736.2370477996379,191.4941132206582,18.340002241264816,-2.864553936831701,324.72997809560843,4.170650922417481,0.6820332635084155
2000-05-03,0.10016764981424647,3.65,TROGARCO,0.0,729.6484470140663,189.61271001428608,19.401404151891292,-1.519780709039056,354.2928989768184,5.1740939407399,1.0424370234414686
2000-05-04,0.10016764981424647,3.65,TROGARCO,0.0,716.7858363713842,187.06003597600505,20.284852475124737,0.0772782917111088,398.9199833240448,5.55429903529699,1.1535698779009342
2000-05-05,0.10099094556614441,3.68,TROGARCO,0.0,717.8840005327877,184.53485441354852,20.42148833482709,0.011813295668689,395.7636958563604,6.004281029812514,1.2046874866775346
2000-05-06,0.10483299240833469,3.82,TROGARCO,0.0,674.3794881184892,181.6129740991764,19.144877575043267,0.9571461906888736,444.2277029584231,5.722467506325542,1.0795967372148274
2000-05-07,0.11334038184461315,4.13,TROGARCO,1.5774834734707974,594.9027419795343,178.8562208947501,17.745424009219803,0.5636323173058378,466.9128904435877,5.057239809712351,0.8563917190217062
2000-05-08,0.13419720755936038,4.89,TROGARCO,9.222818600937217,219.22518408106373,176.76200157242786,5.082439046203168,-1.0132783007596826,569.2995087355257,2.88063349028822,0.436407883085379
2000-05-09,0.17783188240994993,6.48,TROGARCO,1.01673579820711,656.2035103761375,175.95201490562633,15.313919074500712,-3.5384936176381503,348.1272238606663,4.105016150058809,0.5730859714672986
2000-05-10,0.1720688121466645,6.27,TROGARCO,0.0,624.5824718722264,172.05485568531589,18.959230393914076,3.277846778856399,574.756599381252,5.852817326608284,0.9183627183743898
2000-05-11,0.14572334808593118,5.31,TROGARCO,0.0,638.511253385825,169.32659902551626,16.521479836375317,0.3015578916725318,477.2524929521997,4.792375918675604,0.6640162684643439
2000-05-12,0.13392277564206104,4.88,TROGARCO,0.0,481.4302787011438,168.3782321521753,6.298456642627449,-4.290594879051286,423.1550947988045,2.902456729961144,0.3560924511145305
2000-05-13,0.1358437990631562,4.95,TROGARCO,0.5169612535134855,674.6510636699613,168.7619063395437,12.748236895048468,-6.111550420499066,291.6941133452952,3.8484806980975423,0.6132760661386384
2000-05-14,0.13913698207074787,5.07,TROGARCO,0.0,694.8821845689146,167.43700589743116,16.155491857432096,-2.8444275635971663,351.8482734925417,4.869427510559268,0.8142266381553277
2000-05-15,0.13419720755936038,4.89,TROGARCO,0.0,654.1292949130594,165.00615731831002,17.255119700412916,-0.2134407742355774,427.5857802760173,5.777676885005189,1.0518197561743392
2000-05-16,0.12431765853658538,4.53,TROGARCO,0.0,657.0080339278065,162.06194154612555,18.532981912662454,1.0075918117161626,455.4348742183951,5.983073512681617,1.0883833369747855
