,Q_mmd,Q_cfs,gage,prcp,srad,swe,tmax,tmin,vp,eto,vpd
2000-04-13,0.48975824615215735,6.2,JEFJEFCO,0.0,631.2955139709603,358.41872333165315,11.31599212536208,-1.6242196145764445,516.8982554663417,3.4121244026859774,0.5293823097940783
2000-04-14,0.5118763604945128,6.48,JEFJEFCO,0.0,653.0504468296577,356.88344395113813,11.153010022523844,-2.344274124839815,488.3468792338449,3.321508746312208,0.4898811555700761
2000-04-15,0.47711932367081133,6.04,JEFJEFCO,11.6814897561294,346.5778978729152,359.39182536774626,3.416792168822204,-4.836865756030136,428.0558759985095,1.9808524412937731,0.2103193253165372
2000-04-16,0.34757036823701487,4.4,JEFJEFCO,0.0,660.0110088167979,358.70832908865424,8.641767468820648,-4.373457563532551,427.9844912933702,2.5110894662429737,0.2971530693730912
2000-04-17,0.3775878091302116,4.78,JEFJEFCO,0.0,699.1987977335629,356.8856845689814,13.069069369748863,-1.6629833892012362,506.4976925584501,3.413042494563589,0.5212547468817158
2000-04-18,0.41629450922933364,5.27,JEFJEFCO,0.0,775.6452494171829,356.7832060463606,11.008578620302192,-7.11048564708957,332.13717965171617,3.095095862238311,0.426438166332801
2000-04-19,0.39101666426664167,4.95,JEFJEFCO,6.782724731697303,285.6399231614821,363.3956590596602,-1.945304937369265,-8.189135273826642,331.5235953772947,1.9098710640613092,0.1993343228696492
2000-04-20,0.37837774178529565,4.79,JEFJEFCO,0.0,722.8438886853097,362.8729897923868,10.339404032864287,-4.758027116502966,402.6598396905856,2.7487047839802576,0.3574245396042197
2000-04-21,0.4004958561276512,5.07,JEFJEFCO,0.0,723.7175610023443,361.6700057799605,12.15523527275251,-3.1369963204345286,447.1893639441784,3.2756407746075222,0.5508422680540171
2000-04-22,0.43288309498610034,5.48,JEFJEFCO,30.162110912100037,454.4703930931822,360.340130480581,8.693813908669952,-2.832178269560774,492.774795553508,3.0663790116068887,0.4716981549415356
2000-04-23,0.4968676400479144,6.29,JEFJEFCO,7.060535011325361,405.4701555227167,358.961696117387,7.1918777047688485,-2.7159832611848183,500.0309235659998,2.4578166172443074,0.2799802200791499
2000-04-24,0.47079986243013827,5.96,JEFJEFCO,0.0,686.823392016543,358.877486025681,6.410082417929808,-6.978517816322784,356.86928520720164,2.656018054695416,0.3017262398206616
2000-04-25,0.4281434990555955,5.42,JEFJEFCO,0.0,720.0072254651519,358.5746242174468,9.608742186063989,-5.290447596347694,390.3103726613019,3.039293558255672,0.4324513878888227
2000-04-26,0.47237972774030657,5.98,JEFJEFCO,0.0,664.0351438293804,356.7081107063047,11.667922002183666,-1.5526080874869532,507.7584042283721,3.6051816575137545,0.5626109292393208
2000-04-27,0.5671716463504015,7.18,JEFJEFCO,0.0,751.2709603332003,354.9790840115068,14.68149743528138,-1.8855711871322849,468.8678530478669,3.4086890123908304,0.5566098916601648
2000-04-28,0.6501145751342345,8.23,JEFJEFCO,0.0,710.4242780454958,353.00102486168464,13.471403650598443,-1.2879852876095503,504.49996572528136,4.084574008027274,0.7188656085326792
2000-04-29,0.6706528241664217,8.49,JEFJEFCO,2.971696468818561,539.01021390876,351.2511714346677,13.537588437519195,-1.8345251630675707,527.0387544802451,3.723008267792124,0.6140049726197939
2000-04-30,0.6619635649604966,8.38,JEFJEFCO,0.0,584.3586464010443,351.0747832052454,4.425332849857333,-6.2843641476953405,382.7441853624464,1.8892595558334584,0.1573232681681421
2000-05-01,0.5948192892783458,7.53,JEFJEFCO,0.0,766.5229112526696,351.03422392773456,10.584918216953444,-6.229506809901598,348.620898665018,3.161351247509125,0.4218141018769973
2000-05-02,0.6967206017841979,8.82,JEFJEFCO,0.0,762.2928759784199,349.3167584422757,15.25942413075668,-1.9104107933321333,462.6537845263815,3.77984731880842,0.5935041117807207
